"genotype","food","no-fly","tube-w","tube+fly","fly_total","fly_per","BCA","mBCA","TAG","GLC","GLY","NADH","NAD+","NADPH","NADP+","NADH/BCA","NAD+/BCA","NADPH/BCA","NADP+/BCA","TAG/BCA","Glc/BCA","Glc/TAG","GLY/BCA"
"22","IV",15,1.0223,1.0323,10.00000000000001,0.6666666666666673,1738.296,1897.802,58.971,85.84099999999999,226.966,6.192,10.323,0.413,0.479,0.00326272182240297,0.005439450480081695,0.000217620173231981,0.0002523972469203848,0.03107331534058875,0.04523179973464039,1.455647691238066,0.1195941410115492
"22","V",10,1.0191,1.0275,8.400000000000185,0.8400000000000185,2103.59,1801.107,678.348,510.858,534.831,3.001,14.077,0.533,0.431,0.001666197510753109,0.007815748870000505,0.0002959291147055672,0.0002392972766193236,0.3766283735502666,0.2836355641280612,0.7530913336517541,0.2969457117206252
"22","V",10,1.0191,1.0275,8.400000000000185,0.8400000000000185,1498.623,1801.107,605.71,401.941,646.067,5.39,13.905,0.489,0.437,0.002992603992988756,0.00772025204499233,0.0002714996943546386,0.000242628561212632,0.3362987318354768,0.2231633101198318,0.6635865348103878,0.3587055072241683
"22","V",10,1.0258,1.0337,7.900000000000018,0.7900000000000018,1961.439,1677.138,413.18,396.616,505.618,4.186,13.375,0.49,0.449,0.00249591864235382,0.007974895327635533,0.0002921643895731896,0.0002677179814660452,0.2463601683343887,0.2364838194591024,0.9599109347015828,0.3014766823004428
"22","V",10,1.0258,1.0337,7.900000000000018,0.7900000000000018,1392.837,1677.138,362.802,308.999,601.124,5.436,13.144,0.466,0.411,0.003241235962693589,0.007837160686836743,0.000277854297022666,0.0002450603349277162,0.2163220915631272,0.1842418453341347,0.8517014790436657,0.3584225030975388
"00","I",15,1.0183,1.0291,10.79999999999992,0.7199999999999948,1877.141,1694.494,384.671,984.282,662.9210000000001,4.394,17.532,0.939,0.342,0.002593104490189992,0.01034645150705756,0.0005541477278762863,0.0002018301628686794,0.227012311639935,0.5808707496161096,2.558763202840869,0.3912206239738825
"00","I",15,1.0183,1.0291,10.79999999999992,0.7199999999999948,1511.847,1694.494,346.4,785.811,792.135,4.217,18.515,0.83,0.309,0.002488648528705324,0.01092656568863626,0.0004898217402953331,0.000182355322591877,0.2044268082389197,0.4637437488713445,2.268507505773672,0.4674758364443899
"00","I",15,1.0103,1.0213,11.00000000000012,0.7333333333333414,1597.798,1415.151,427.629,959.5940000000001,597.753,4.228,15.596,0.611,0.8070000000000001,0.002987667040478366,0.01102073206322152,0.0004317560458212586,0.0005702571669030372,0.3021790607504076,0.6780859427721847,2.243987194507389,0.4223952072958999
"00","I",15,1.0103,1.0213,11.00000000000012,0.7333333333333414,1232.504,1415.151,362.021,699.646,803.371,4.012,17.255,0.571,0.753,0.002835033151939263,0.01219304512380658,0.0004034905109066099,0.0005320986947682614,0.2558179303834008,0.4943967110223573,1.932611644075896,0.5676927762479057
"00","II",15,1.0425,1.0523,9.800000000000031,0.6533333333333354,1417.631,1251.513,375.299,565.074,433.708,4.134,17.174,0.733,0.29,0.00330320180453579,0.01372259017684994,0.0005856910795173522,0.0002317195266849006,0.2998762298114363,0.4515126890411845,1.505663484315173,0.3465469395843272
"00","II",15,1.0425,1.0523,9.800000000000031,0.6533333333333354,1085.395,1251.513,305.785,408.234,587.64,3.874,17.873,0.6830000000000001,0.282,0.003095453263370017,0.01428111413944562,0.0005457394369854728,0.0002253272638797999,0.244332260232215,0.3261923767471852,1.335036054744346,0.4695436643486724
"00","II",15,1.0273,1.0376,10.29999999999998,0.6866666666666651,1492.012,1310.191,427.629,781.455,478.652,4.006,16.157,0.5550000000000001,0.744,0.003057569468878965,0.01233178979248064,0.0004236023602665566,0.0005678561370059786,0.3263867634566258,0.5964435719677513,1.827413482247462,0.3653299404437979
"00","II",15,1.0273,1.0376,10.29999999999998,0.6866666666666651,1128.371,1310.191,296.021,535.061,675.281,3.803,16.712,0.523,0.696,0.002902630227195882,0.01275539215274719,0.0003991784403953317,0.0005312202571991411,0.2259372870062457,0.4083839684442955,1.807510277987035,0.515406532330019
"00","III",15,1.0349,1.0439,9.000000000000119,0.600000000000008,1425.895,1282.918,701.39,731.111,622.472,3.68,26.638,0.518,0.634,0.002868460805756876,0.02076360297384557,0.0004037670373320821,0.0004941859105570271,0.5467145990624499,0.5698813174341618,1.042374427921698,0.4852001452937756
"00","III",15,1.0349,1.0439,9.000000000000119,0.600000000000008,1139.941,1282.918,513.155,524.412,857.303,3.485,24.634,0.433,0.599,0.002716463561973564,0.01920153899158014,0.0003375118285034585,0.000466904353980535,0.3999904904288505,0.4087650184968954,1.021936841695005,0.6682445799341814
"00","III",15,1.0121,1.0225,10.39999999999997,0.693333333333331,1597.798,1382.92,642.81,826.958,667.4160000000001,3.75,19.919,0.51,0.837,0.002711653602522199,0.01440358082897058,0.0003687848899430191,0.0006052410840829549,0.4648208139299453,0.5979796372892141,1.286473452497628,0.482613600208255
"00","III",15,1.0121,1.0225,10.39999999999997,0.693333333333331,1168.041,1382.92,456.138,620.258,895.506,3.563,19.058,0.458,0.797,0.002576432476209759,0.01378098516183149,0.000331183293321378,0.0005763167789893848,0.3298368669192722,0.4485132907181905,1.359803392832871,0.6475472189280652
"02","I",15,1.012,1.0239,11.90000000000002,0.7933333333333348,2454.008,2119.293,807.6130000000001,1258.267,955.056,5.549,11.685,0.897,0.915,0.002618326017214232,0.005513631196818939,0.0004232543588828916,0.0004317477573889028,0.3810766137575126,0.5937201698868443,1.558007362437207,0.450648400197613
"02","I",15,1.012,1.0239,11.90000000000002,0.7933333333333348,1784.578,2119.293,623.284,1007.517,1378.652,5.187,13.831,0.742,0.823,0.002447514336148895,0.006526233040924497,0.000350116760636684,0.0003883370539137344,0.2940999663567048,0.4754024101433828,1.616465367312493,0.6505244909505198
"02","I",15,1.0231,1.0347,11.60000000000006,0.773333333333337,1470.524,1268.042,618.207,1057.377,871.91,5.213,12.468,0.709,1.182,0.004111062567328212,0.00983248188940114,0.0005591297449138121,0.000932145780660262,0.4875288042509633,0.833865912958719,1.710393120750817,0.6876034074581127
"02","I",15,1.0231,1.0347,11.60000000000006,0.773333333333337,1065.56,1268.042,519.794,831.798,1178.652,4.94,13.152,0.616,1.098,0.003895770013926984,0.0103718961990218,0.0004857883256232838,0.0008659019180752689,0.4099185989107617,0.655970385838955,1.600245481863969,0.9295054895658031
"02","II",15,1.0346,1.0466,12.00000000000001,0.8000000000000007,1941.604,1630.857,736.928,990.09,694.382,5.798,12.834,0.892,0.832,0.003555186015696042,0.007869482118910486,0.000546951694722468,0.0005101612219832885,0.4518654915789674,0.60709798590557,1.343536953406574,0.4257773673596152
"02","II",15,1.0346,1.0466,12.00000000000001,0.8000000000000007,1320.109,1630.857,630.704,781.939,895.506,5.812,13.53,0.831,0.815,0.003563770459335184,0.008296251602684969,0.0005095480474376355,0.0004997372547071876,0.386731638641524,0.4794650910533542,1.239787602425227,0.5491014846795274
"02","II",15,1.0226,1.0343,11.70000000000004,0.7800000000000029,1756.478,1497.797,726.383,938.295,723.596,5.74,12.026,0.875,0.863,0.003832295030634993,0.008029125442232825,0.0005841913156455781,0.0005761795490310102,0.484967589065808,0.6264500463013345,1.29173590240961,0.4831068562695746
"02","II",15,1.0226,1.0343,11.70000000000004,0.7800000000000029,1239.116,1497.797,631.485,768.869,953.933,5.309,12.961,0.784,0.8030000000000001,0.003544539079728428,0.008653375590951244,0.000523435418818438,0.0005361207159581706,0.4216092033833691,0.5133332487646858,1.217557028274623,0.6368907134945523
"02","III",15,1.0413,1.0529,11.60000000000006,0.773333333333337,1708.544,1441.598,772.466,827.926,593.258,5.849,15.338,0.76,0.776,0.00405730307616964,0.01063958190840997,0.0005271927402784965,0.0005382915348106754,0.5358400885683804,0.5743112851155454,1.071796040214068,0.411528040410711
"02","III",15,1.0413,1.0529,11.60000000000006,0.773333333333337,1174.652,1441.598,676.396,700.614,760.674,5.38,14.788,0.709,0.709,0.003731969661445146,0.01025806084636633,0.0004918153327071763,0.0004918153327071763,0.4691987641492288,0.4859981770229981,1.03580446957108,0.5276602769981645
"02","III",15,1.0351,1.0466,11.50000000000007,0.7666666666666711,1584.575,1370.523,727.165,867.136,582.0220000000001,5.906,14.228,0.719,0.898,0.004309303820512316,0.01038143832682852,0.0005246172446576964,0.0006552243194751201,0.5305748243553738,0.6327044493233606,1.192488637379412,0.4246714575384726
"02","III",15,1.0351,1.0466,11.50000000000007,0.7666666666666711,1156.47,1370.523,660.775,710.2960000000001,758.427,5.332,13.776,0.701,0.836,0.003890485602941359,0.01005163722170296,0.0005114835723296873,0.0006099861147897555,0.4821334629189003,0.5182663844386414,1.074943815973668,0.553385094595275
"20","I",15,1.0175,1.0281,10.59999999999994,0.7066666666666629,1860.612,1476.309,656.479,984.766,1085.393,4.948,18.607,0.734,0.596,0.003351601866546909,0.01260372997793822,0.0004971858872363441,0.0004037095215161596,0.444675877475515,0.6670459910492993,1.500072355703686,0.7352071957835386
"20","I",15,1.0175,1.0281,10.59999999999994,0.7066666666666629,1092.007,1476.309,397.559,768.869,1324.719,4.574,18.477,0.706,0.5600000000000001,0.003098267368145829,0.01251567253196993,0.0004782196681047125,0.0003793243826326332,0.2692925397054411,0.5208049263399465,1.933974579873679,0.8973182443512843
"20","I",15,1.0022,1.0122,10.00000000000001,0.6666666666666673,2427.561,2025.077,673.2720000000001,956.205,1179.775,4.914,17.188,0.664,0.707,0.002426574396924166,0.008487578497015175,0.0003278887666987478,0.0003491225271927932,0.3324673580313243,0.472182045423458,1.420235803657363,0.5825827857409867
"20","I",15,1.0022,1.0122,10.00000000000001,0.6666666666666673,1622.592,2025.077,464.73,739.34,864.045,4.628,17.291,0.607,0.696,0.002285345199219585,0.008538440760524168,0.000299741688834548,0.0003436906349733862,0.2294875701022727,0.3650922903178497,1.590902244313903,0.4266726647924992
"20","II",15,1.0171,1.0277,10.60000000000017,0.7066666666666777,2439.131,1914.331,772.0750000000001,1039.466,815.73,5.018,24.627,0.741,0.675,0.002621281272674371,0.01286454641334231,0.0003870803951876661,0.0003526035988551615,0.4033132201275537,0.5429917814630803,1.346327753132791,0.4261175313986975
"20","II",15,1.0171,1.0277,10.60000000000017,0.7066666666666777,1389.531,1914.331,497.143,792.104,911.236,4.555,21.878,0.671,0.616,0.00237942132264483,0.01142853560852329,0.0003505140960471309,0.0003217834324367103,0.2596954236231874,0.4137758830630649,1.593312185829832,0.4760075451946398
"20","II",15,1.0231,1.0335,10.40000000000019,0.6933333333333458,1863.917,1443.251,618.9880000000001,834.2190000000001,712.36,5.026,18.937,0.742,0.637,0.003482415740574578,0.01312107180247927,0.0005141170870486145,0.000441364669070037,0.4288845114259405,0.5780138035587712,1.347714333718909,0.493580118773519
"20","II",15,1.0231,1.0335,10.40000000000019,0.6933333333333458,1022.584,1443.251,387.796,605.252,904.494,4.538,17.232,0.697,0.568,0.003144290217016999,0.01193971111054141,0.0004829374793435099,0.0003935559372555432,0.2686961588801948,0.4193671093940001,1.560748434744041,0.6267059575915763
"20","III",15,1.0087,1.0189,10.19999999999999,0.6799999999999992,3194.513,2615.993,577.592,1084.001,898.876,5.179,9.768000000000001,0.836,0.405,0.001979745358645838,0.003733954945598096,0.0003195727205692064,0.0001548169280269481,0.2207926397356568,0.4143745797484932,1.87675902713334,0.3436079530793851
"20","III",15,1.0087,1.0189,10.19999999999999,0.6799999999999992,2037.473,2615.993,509.64,810.983,960.674,4.947,9.637000000000001,0.732,0.365,0.001891060106047685,0.003683878359001725,0.0002798172625079654,0.0001395263672341631,0.1948170350608736,0.3100096215853789,1.591286005808021,0.3672311049761983
"20","III",15,1.0363,1.0464,10.1,0.6733333333333332,2701.945,2297.807,830.654,1098.039,719.101,4.955,9.468999999999999,0.772,0.523,0.002156403910337117,0.004120885696666431,0.0003359725164036841,0.0002276083239366927,0.3614985940942821,0.4778638937038664,1.32189696311581,0.3129510006715099
"20","III",15,1.0363,1.0464,10.1,0.6733333333333332,1893.67,2297.807,620.16,798.3970000000001,908.989,4.942,9.334,0.6860000000000001,0.471,0.002150746342055708,0.004062134026051796,0.0002985455262343618,0.0002049780508110559,0.2698921188768247,0.3474604263978655,1.287404863261094,0.3955897949653736
"22","I",15,1.0261,1.037,10.89999999999991,0.7266666666666607,1366.39,1217.628,699.437,792.104,885.393,5.529,19.355,0.952,0.45,0.004540795711005332,0.01589565942964518,0.0007818479864129275,0.0003695710019809006,0.5744258509167004,0.6505303754512873,1.132487986766499,0.7271457292375012
"22","I",15,1.0261,1.037,10.89999999999991,0.7266666666666607,1068.866,1217.628,614.302,648.819,1052.809,5.642,18.594,0.89,0.418,0.004633599095947203,0.01527067380185081,0.0007309293150288923,0.0003432903973955921,0.5045071236863804,0.5328548620761021,1.056188975455069,0.8646392822766889
"22","I",15,1.0278,1.038,10.19999999999999,0.6799999999999992,1769.701,1549.864,814.643,822.117,833.708,5.738,18.531,0.734,1.086,0.003702260327357756,0.01195653296031136,0.0004735899407948052,0.0007007066426473549,0.5256222481456437,0.5304446067525924,1.009174570947028,0.5379233274661518
"22","I",15,1.0278,1.038,10.19999999999999,0.6799999999999992,1330.026,1549.864,711.934,666.245,1003.371,5.418,17.64,0.694,1.009,0.003495790598400892,0.01138164380874709,0.0004477812246751972,0.0006510248641171095,0.4593525625474235,0.4298732017777044,0.9358241072908444,0.6473929325411778
"22","II",15,1.005,1.0158,10.80000000000014,0.7200000000000095,1596.145,1414.325,549.4740000000001,762.576,510.112,6.097,15.605,0.945,0.439,0.004310890354055822,0.01103353189684125,0.0006681632580913156,0.0003103954183090874,0.3885061778586958,0.539180174288088,1.387829087454547,0.3606752337687589
"22","II",15,1.005,1.0158,10.80000000000014,0.7200000000000095,1232.504,1414.325,463.167,590.73,659.551,6,15.022,0.847,0.408,0.004242306400579782,0.01062132112491825,0.0005988722535485126,0.0002884768352394251,0.3274827214395559,0.4176762766690824,1.275414699233754,0.4663362381347993
"22","II",15,1.0212,1.0321,10.89999999999991,0.7266666666666607,1657.303,1432.507,648.278,719.977,415.73,6.111,14.408,0.9320000000000001,0.436,0.004265947740569505,0.01005789151466625,0.0006506076410097821,0.0003043615144638037,0.4525478758568021,0.5025992892181329,1.110599156534696,0.290211496348709
"22","II",15,1.0212,1.0321,10.89999999999991,0.7266666666666607,1207.711,1432.507,566.2670000000001,564.106,585.393,5.91,13.849,0.851,0.422,0.004125634290094219,0.009667666545433983,0.0005940634146988462,0.0002945884383112962,0.3952978938322815,0.3937893497204551,0.9961837790300334,0.4086493120103427
"22","III",15,1.0282,1.0395,11.30000000000009,0.7533333333333392,2615.993,2248.22,1181.739,790.652,993.258,5.212,15.458,0.658,0.532,0.002318278460293032,0.006875661634537546,0.0002926759836670789,0.0002366316463691276,0.5256331675725686,0.3516791061372998,0.669058057659094,0.4417975109197499
"22","III",15,1.0282,1.0395,11.30000000000009,0.7533333333333392,1880.447,2248.22,1046.226,643.978,1205.618,5.086,15.498,0.579,0.505,0.002262234122995081,0.006893453487648006,0.000257537073773919,0.0002246221455195666,0.4653574828086221,0.2864390495592069,0.6155247527780804,0.5362544590831858
"22","III",15,1.0009,1.012,11.10000000000011,0.7400000000000073,2496.983,2187.062,1009.907,764.028,979.775,5.432,14.778,0.872,0.325,0.002483697307163675,0.006757010089334459,0.0003987084042427695,0.000148601182773968,0.4617642298206452,0.3493398906843976,0.7565330272985532,0.44798684262266
"22","III",15,1.0009,1.012,11.10000000000011,0.7400000000000073,1877.141,2187.062,831.045,626.551,1196.629,5.112,14.334,0.771,0.306,0.002337382296432383,0.006553998011944792,0.0003525277289807057,0.0001399137290117976,0.3799823690412069,0.2864806759021921,0.7539314958877077,0.5471399530511709
