"genotype","food","no-fly","tube-w","tube+fly","fly_total","fly_per","BCA","mBCA","TAG","GLC","Glycogen","NADH","NAD+","NADPH","NADP+","NADH/BCA","NAD+/BCA","NADPH/BCA","NADP+/BCA","TAG/BCA","Glc/BCA","Glc/TAG","Gly/BCA"
"20","IV",15,1.0109,1.0218,10.90000000000013,0.7266666666666755,1306.835,1240.801,394.266,712.843,1015.73,1.127,12.906,0.596,0.776,0.0009082842454188867,0.01040134558241007,0.000480334880452224,0.0006254024617968555,0.3177511945912359,0.5745022771580616,1.808025546204846,0.8186083022176804
"20","IV",15,1.0109,1.0218,10.90000000000013,0.7266666666666755,1174.767,1240.801,354.5,667.33,1153.933,1.047,12.101,0.575,0.744,0.0008438097648212727,0.009752571121396584,0.0004634103292953504,0.0005996126695578098,0.2857025421481769,0.5378219392150716,1.882454160789845,0.929990385243081
"20","V",15,1.0221,1.0326,10.49999999999995,0.699999999999997,1412.489,1531.35,521.5170000000001,677.674,1373.034,0.702,10.554,0.26,0.498,0.0004584190420217455,0.006891958076207269,0.0001697848303784243,0.0003252032520325203,0.3405602899402488,0.4425337120841088,1.299428398307246,0.8966167107454208
"20","V",15,1.0221,1.0326,10.49999999999995,0.699999999999997,1650.211,1531.35,449.939,617.681,1452.809,0.675,9.976000000000001,0.254,0.476,0.0004407875404055246,0.006514513337904464,0.000165866718908153,0.0003108368433081922,0.2938185261370687,0.4033571685114442,1.372810536539398,0.9487112678355699
"20","V",15,1.0092,1.0192,10.00000000000001,0.6666666666666673,1372.869,1300.2315,445.962,613.543,1280.899,0.724,9.202,0.297,0.41,0.0005568239194328088,0.007077201252238544,0.000228420861977271,0.0003153284626622259,0.34298661430676,0.471872124310171,1.37577416909961,0.9851314938916647
"20","V",15,1.0092,1.0192,10.00000000000001,0.6666666666666673,1227.594,1300.2315,398.243,592.856,1356.18,0.6850000000000001,8.672000000000001,0.288,0.395,0.0005268292607893288,0.006669581532211765,0.0002214990176749294,0.0003037920554916567,0.3062862267219338,0.4559618806343332,1.4886790226068,1.043029645105506
"22","IV",15,1.0097,1.0216,11.90000000000002,0.7933333333333348,1399.282,1306.8345,354.5,603.199,667.4160000000001,1.379,15.211,0.88,0.621,0.00105522160610238,0.01163957639624604,0.0006733828958448832,0.0004751940662723551,0.2712661779284217,0.4615726015803837,1.701548660084626,0.5107119531968279
"22","IV",15,1.0097,1.0216,11.90000000000002,0.7933333333333348,1214.387,1306.8345,270.992,578.374,664.045,1.297,14.104,0.815,0.6,0.0009924745635350152,0.01079249132158663,0.0006236443864927043,0.0004591247017124204,0.2073652019440871,0.4425763170470324,2.134284406919762,0.5081324375810403
"22","IV",15,1.0264,1.0383,11.90000000000002,0.7933333333333348,1412.489,1333.2485,278.945,495.625,687.64,1.322,14.814,0.772,0.64,0.0009915630882014867,0.01111120695054223,0.0005790368412190225,0.0004800305419432311,0.2092220617536791,0.3717424021103342,1.776783953826023,0.5157628154091304
"22","IV",15,1.0264,1.0383,11.90000000000002,0.7933333333333348,1254.008,1333.2485,223.272,464.594,700,1.288,13.517,0.726,0.632,0.0009660614656607526,0.0101383950553854,0.0005445346460168527,0.0004740301601689407,0.1674646549386704,0.3484676712555836,2.080843097208786,0.525033405250409
"22","V",15,1.0428,1.0548,12.00000000000001,0.8000000000000007,1306.835,1207.784,517.5410000000001,762.4930000000001,1422.472,0.918,11.87,0.449,0.378,0.0007600696813337484,0.009827916249925482,0.0003717552145085545,0.0003129698687844846,0.4285046001602936,0.6313156988335663,1.473299699927156,1.177753638067734
"22","V",15,1.0428,1.0548,12.00000000000001,0.8000000000000007,1108.733,1207.784,410.173,665.2619999999999,1551.685,0.9360000000000001,10.879,0.423,0.376,0.0007749730084187238,0.009007405297636001,0.0003502281864969233,0.0003113139435528207,0.3396079100236466,0.5508120657336079,1.621905878738971,1.28473717154723
"22","V",15,1.0414,1.053,11.59999999999983,0.7733333333333222,1372.869,1306.835,418.126,671.468,1474.157,0.886,11.097,0.388,0.436,0.0006779738834665432,0.008491508109286941,0.0002969005268453937,0.0003336304889293599,0.3199531692983429,0.5138123787624298,1.605898700391748,1.128036056579446
"22","V",15,1.0414,1.053,11.59999999999983,0.7733333333333222,1240.801,1306.835,322.687,636.299,1533.708,0.857,10.299,0.363,0.42,0.0006557828647074803,0.007880872489641002,0.0002777703382599946,0.0003213871682347045,0.2469225265622669,0.4869007946680338,1.971876772228196,1.17360493099741
