genotype,food,no_fly,tube_w,tube_p_fly,fly_total,fly_per,BCA,mBCA,TAG,GLC,Glycogen,NADH,NAD,NADPH,NADP,NADH_BCA,NAD_BCA,NADPH_BCA,NADP_BCA,TAG_BCA,Glc_BCA,Glc_TAG,Gly_BCA,Block
22,II,15,1.0212,1.0321,10.9,0.726666666667,1207.711,1432.507,566.267,564.106,585.393,5.91,13.849,0.851,0.422,0.00412563429009,0.00966766654543,0.000594063414699,0.000294588438311,0.395297893832,0.39378934972,0.99618377903,0.40864931201,2
22,III,15,1.0282,1.0395,11.3,0.753333333333,2615.993,2248.22,1181.739,790.652,993.258,5.212,15.458,0.658,0.532,0.00231827846029,0.00687566163454,0.000292675983667,0.000236631646369,0.525633167573,0.351679106137,0.669058057659,0.44179751092,2
22,III,15,1.0282,1.0395,11.3,0.753333333333,1880.447,2248.22,1046.226,643.978,1205.618,5.086,15.498,0.579,0.505,0.002262234123,0.00689345348765,0.000257537073774,0.00022462214552,0.465357482809,0.286439049559,0.615524752778,0.536254459083,2
22,III,15,1.0009,1.012,11.1,0.74,2496.983,2187.062,1009.907,764.028,979.775,5.432,14.778,0.872,0.325,0.00248369730716,0.00675701008933,0.000398708404243,0.000148601182774,0.461764229821,0.349339890684,0.756533027299,0.447986842623,2
22,III,15,1.0009,1.012,11.1,0.74,1877.141,2187.062,831.045,626.551,1196.629,5.112,14.334,0.771,0.306,0.00233738229643,0.00655399801194,0.000352527728981,0.000139913729012,0.379982369041,0.286480675902,0.753931495888,0.547139953051,2
OO,IV,15,1.0281,1.0392,11.1,0.74,910.632,923.8385,64.208,325.988,460.674,2.008,10.915,0.574,0.551,0.00217354007221,0.0118148356017,0.000621320717853,0.000596424591528,0.0695013251775,0.352862540368,5.07706204834,0.498652091248,3
OO,IV,15,1.0281,1.0392,11.1,0.74,937.045,923.8385,56.255,263.925,585.393,1.934,10.413,0.539,0.503,0.00209343949186,0.0112714505836,0.000583435308228,0.000544467458327,0.0608926776704,0.285683049581,4.6915829704,0.633652959906,3
OO,IV,15,1.027,1.0376,10.6,0.706666666667,1055.906,1141.75,80.115,309.438,424.719,1.131,11.845,0.409,0.916,0.000990584628859,0.0103744252244,0.000358222027589,0.000802277206043,0.0701686008321,0.271020801401,3.86242276727,0.371989489818,3
OO,IV,15,1.027,1.0376,10.6,0.706666666667,1227.594,1141.75,72.162,284.613,419.101,1.085,10.61,0.385,0.829,0.000950295598861,0.00929275235384,0.000337201664112,0.000726078388439,0.0632029778848,0.24927786293,3.94408414401,0.367068973068,3
OO,V,15,1.0277,1.0384,10.7,0.713333333333,1029.493,1148.354,418.126,799.73,921.348,0.808,10.246,0.357,0.477,0.000703615783983,0.00892233579541,0.000310879746141,0.000415377139802,0.364108976849,0.696414171937,1.9126531237,0.802320538789,3
OO,V,15,1.0277,1.0384,10.7,0.713333333333,1267.215,1148.354,378.36,671.468,913.483,0.781,9.513,0.338,0.426,0.000680103870409,0.00828403088246,0.000294334325478,0.000370965747496,0.329480282213,0.584722132722,1.77468019875,0.795471605446,3
OO,V,15,1.024,1.0346,10.6,0.706666666667,1214.387,1405.8855,469.822,685.949,887.64,0.777,10.927,0.342,0.494,0.000552676587105,0.00777232569793,0.000243263053784,0.000351379966576,0.334182264487,0.487912422455,1.46001890078,0.63137431889,3
OO,V,15,1.024,1.0346,10.6,0.706666666667,1597.384,1405.8855,680.581,625.956,926.966,0.754,9.781,0.327,0.431,0.00053631679109,0.00695718107911,0.0002325936216,0.000306568351406,0.484094188325,0.44523967279,0.919737694705,0.659346724893,3
O2,IV,13,1.0227,1.0334,10.7,0.823076923077,1597.384,1749.262,211.343,588.718,719.101,1.067,13.748,0.663,0.761,0.000609971519418,0.00785931438515,0.000379016979732,0.000435040605695,0.120818379408,0.336552214591,2.78560444396,0.411088218917,3
O2,IV,13,1.0227,1.0334,10.7,0.823076923077,1901.14,1749.262,179.53,539.068,897.753,1.019,12.16,0.63,0.631,0.000582531376089,0.00695150297668,0.000360151881193,0.000360723550846,0.102631852747,0.308168816335,3.00266250766,0.513218145709,3
O2,IV,13,1.0286,1.0392,10.6,0.815384615385,1504.937,1703.0385,247.132,588.718,685.393,1.063,14.87,0.593,0.951,0.000624178490386,0.00873145263598,0.000348201171025,0.000558413682368,0.145112397635,0.345686841489,2.38220060534,0.402453027339,3
O2,IV,13,1.0286,1.0392,10.6,0.815384615385,1901.14,1703.0385,191.46,534.931,760.674,1.002,12.809,0.562,0.808,0.000588360157448,0.00752126273129,0.000329998411662,0.000474446114988,0.112422590564,0.314103879625,2.79395696229,0.446656960486,3
O2,V,13,1.0355,1.0456,10.1,0.776923076923,1148.354,1333.2485,545.377,659.055,1294.382,0.707,10.817,0.299,0.443,0.000530283739303,0.00811326620656,0.000224264268814,0.000332271140751,0.409058776365,0.494322701282,1.20843929979,0.970848270221,3
O2,V,13,1.0355,1.0456,10.1,0.776923076923,1518.143,1333.2485,386.313,586.649,1369.663,0.665,9.307,0.284,0.37,0.000498781734988,0.00698069414667,0.000213013552987,0.000277517657061,0.289753185546,0.440014745938,1.51858467098,1.02731261276,3
O2,V,13,1.0096,1.0198,10.2,0.784615384615,1227.594,1300.2315,851.575,669.399,1730.337,0.67,10.308,0.326,0.343,0.000515292853619,0.00792781900762,0.000250724582507,0.0002637991773,0.654941062419,0.514830628238,0.786071690691,1.33079147829,3
O2,V,13,1.0096,1.0198,10.2,0.784615384615,1372.869,1300.2315,545.377,570.1,1832.584,0.644,9.606,0.303,0.29,0.000495296414523,0.00738791515203,0.000233035424845,0.000223037205298,0.419446075564,0.438460381863,1.04533194469,1.40942901322,3
2O,IV,15,1.0015,1.0124,10.9,0.726666666667,1042.699,1022.889,406.196,764.561,1110.112,1.596,12.877,0.627,0.712,0.00156028660001,0.012588853727,0.000612969735719,0.000696067706271,0.397106626428,0.747452558391,1.88224650169,1.08527122689,3
2O,IV,15,1.0015,1.0124,10.9,0.726666666667,1003.079,1022.889,362.453,700.43,1131.461,1.541,12.127,0.594,0.672,0.00150651732495,0.0118556363398,0.000580708170681,0.000656962778953,0.354342455535,0.684756606044,1.93247124455,1.10614250422,3
2O,IV,15,1.0109,1.0218,10.9,0.726666666667,1306.835,1240.801,394.266,712.843,1015.73,1.127,12.906,0.596,0.776,0.000908284245419,0.0104013455824,0.000480334880452,0.000625402461797,0.317751194591,0.574502277158,1.8080255462,0.818608302218,3
2O,IV,15,1.0109,1.0218,10.9,0.726666666667,1174.767,1240.801,354.5,667.33,1153.933,1.047,12.101,0.575,0.744,0.000843809764821,0.0097525711214,0.000463410329295,0.000599612669558,0.285702542148,0.537821939215,1.88245416079,0.929990385243,3
2O,V,15,1.0221,1.0326,10.5,0.7,1412.489,1531.35,521.517,677.674,1373.034,0.702,10.554,0.26,0.498,0.000458419042022,0.00689195807621,0.000169784830378,0.000325203252033,0.34056028994,0.442533712084,1.29942839831,0.896616710745,3
2O,V,15,1.0221,1.0326,10.5,0.7,1650.211,1531.35,449.939,617.681,1452.809,0.675,9.976,0.254,0.476,0.000440787540406,0.0065145133379,0.000165866718908,0.000310836843308,0.293818526137,0.403357168511,1.37281053654,0.948711267836,3
2O,V,15,1.0092,1.0192,10.0,0.666666666667,1372.869,1300.2315,445.962,613.543,1280.899,0.724,9.202,0.297,0.41,0.000556823919433,0.00707720125224,0.000228420861977,0.000315328462662,0.342986614307,0.47187212431,1.3757741691,0.985131493892,3
2O,V,15,1.0092,1.0192,10.0,0.666666666667,1227.594,1300.2315,398.243,592.856,1356.18,0.685,8.672,0.288,0.395,0.000526829260789,0.00666958153221,0.000221499017675,0.000303792055492,0.306286226722,0.455961880634,1.48867902261,1.04302964511,3
22,IV,15,1.0097,1.0216,11.9,0.793333333333,1399.282,1306.8345,354.5,603.199,667.416,1.379,15.211,0.88,0.621,0.0010552216061,0.0116395763962,0.000673382895845,0.000475194066272,0.271266177928,0.46157260158,1.70154866008,0.510711953197,3
22,IV,15,1.0097,1.0216,11.9,0.793333333333,1214.387,1306.8345,270.992,578.374,664.045,1.297,14.104,0.815,0.6,0.000992474563535,0.0107924913216,0.000623644386493,0.000459124701712,0.207365201944,0.442576317047,2.13428440692,0.508132437581,3
22,IV,15,1.0264,1.0383,11.9,0.793333333333,1412.489,1333.2485,278.945,495.625,687.64,1.322,14.814,0.772,0.64,0.000991563088201,0.0111112069505,0.000579036841219,0.000480030541943,0.209222061754,0.37174240211,1.77678395383,0.515762815409,3
22,IV,15,1.0264,1.0383,11.9,0.793333333333,1254.008,1333.2485,223.272,464.594,700.0,1.288,13.517,0.726,0.632,0.000966061465661,0.0101383950554,0.000544534646017,0.000474030160169,0.167464654939,0.348467671256,2.08084309721,0.52503340525,3
22,V,15,1.0428,1.0548,12.0,0.8,1306.835,1207.784,517.541,762.493,1422.472,0.918,11.87,0.449,0.378,0.000760069681334,0.00982791624993,0.000371755214509,0.000312969868784,0.42850460016,0.631315698834,1.47329969993,1.17775363807,3
22,V,15,1.0428,1.0548,12.0,0.8,1108.733,1207.784,410.173,665.262,1551.685,0.936,10.879,0.423,0.376,0.000774973008419,0.00900740529764,0.000350228186497,0.000311313943553,0.339607910024,0.550812065734,1.62190587874,1.28473717155,3
22,V,15,1.0414,1.053,11.6,0.773333333333,1372.869,1306.835,418.126,671.468,1474.157,0.886,11.097,0.388,0.436,0.000677973883467,0.00849150810929,0.000296900526845,0.000333630488929,0.319953169298,0.513812378762,1.60589870039,1.12803605658,3
22,V,15,1.0414,1.053,11.6,0.773333333333,1240.801,1306.835,322.687,636.299,1533.708,0.857,10.299,0.363,0.42,0.000655782864707,0.00788087248964,0.00027777033826,0.000321387168235,0.246922526562,0.486900794668,1.97187677223,1.173604931,3
