No,Sex,Genotype,Food,Rep,time
2.0,M,Dup,I,2.0,13.0
2.0,M,Dup,I,2.0,16.0
2.0,M,Dup,I,2.0,28.0
2.0,M,Dup,I,2.0,30.0
2.0,M,Dup,I,2.0,36.0
2.0,M,Dup,I,2.0,43.0
2.0,M,Dup,I,2.0,45.0
2.0,M,Dup,I,2.0,50.0
2.0,M,Dup,I,2.0,50.0
2.0,M,Dup,I,2.0,50.0
2.0,M,Dup,I,2.0,52.0
2.0,M,Dup,I,2.0,54.0
2.0,M,Dup,I,2.0,54.0
2.0,M,Dup,I,2.0,54.0
2.0,M,Dup,I,2.0,57.0
2.0,M,Dup,I,2.0,57.0
2.0,M,Dup,I,2.0,57.0
2.0,M,Dup,I,2.0,57.0
2.0,M,Dup,I,2.0,57.0
2.0,M,Dup,I,2.0,59.0
2.0,M,Dup,I,2.0,59.0
2.0,M,Dup,I,2.0,59.0
2.0,M,Dup,I,2.0,61.0
2.0,M,Dup,I,2.0,61.0
2.0,M,Dup,I,2.0,61.0
2.0,M,Dup,I,2.0,61.0
2.0,M,Dup,I,2.0,61.0
2.0,M,Dup,I,2.0,64.0
2.0,M,Dup,I,2.0,64.0
2.0,M,Dup,I,2.0,64.0
2.0,M,Dup,I,2.0,64.0
2.0,M,Dup,I,2.0,66.0
2.0,M,Dup,I,2.0,66.0
2.0,M,Dup,I,2.0,68.0
2.0,M,Dup,I,2.0,68.0
2.0,M,Dup,I,2.0,68.0
2.0,M,Dup,I,2.0,71.0
2.0,M,Dup,I,2.0,71.0
2.0,M,Dup,I,2.0,71.0
2.0,M,Dup,I,2.0,71.0
2.0,M,Dup,I,2.0,71.0
2.0,M,Dup,I,2.0,71.0
2.0,M,Dup,I,2.0,71.0
2.0,M,Dup,I,2.0,73.0
2.0,M,Dup,I,2.0,73.0
2.0,M,Dup,I,2.0,73.0
2.0,M,Dup,I,2.0,73.0
2.0,M,Dup,I,2.0,75.0
2.0,M,Dup,I,2.0,75.0
2.0,M,Dup,I,2.0,75.0
2.0,M,Dup,I,2.0,75.0
2.0,M,Dup,I,2.0,75.0
2.0,M,Dup,I,2.0,78.0
2.0,M,Dup,I,2.0,78.0
2.0,M,Dup,I,2.0,80.0
2.0,M,Dup,I,2.0,88.0
3.0,M,Dup,I,3.0,13.0
3.0,M,Dup,I,3.0,18.0
3.0,M,Dup,I,3.0,28.0
3.0,M,Dup,I,3.0,38.0
3.0,M,Dup,I,3.0,38.0
3.0,M,Dup,I,3.0,41.0
3.0,M,Dup,I,3.0,41.0
3.0,M,Dup,I,3.0,43.0
3.0,M,Dup,I,3.0,50.0
3.0,M,Dup,I,3.0,52.0
3.0,M,Dup,I,3.0,52.0
3.0,M,Dup,I,3.0,52.0
3.0,M,Dup,I,3.0,52.0
3.0,M,Dup,I,3.0,52.0
3.0,M,Dup,I,3.0,54.0
3.0,M,Dup,I,3.0,54.0
3.0,M,Dup,I,3.0,57.0
3.0,M,Dup,I,3.0,57.0
3.0,M,Dup,I,3.0,57.0
3.0,M,Dup,I,3.0,57.0
3.0,M,Dup,I,3.0,57.0
3.0,M,Dup,I,3.0,59.0
3.0,M,Dup,I,3.0,59.0
3.0,M,Dup,I,3.0,61.0
3.0,M,Dup,I,3.0,61.0
3.0,M,Dup,I,3.0,61.0
3.0,M,Dup,I,3.0,61.0
3.0,M,Dup,I,3.0,61.0
3.0,M,Dup,I,3.0,61.0
3.0,M,Dup,I,3.0,61.0
3.0,M,Dup,I,3.0,61.0
3.0,M,Dup,I,3.0,64.0
3.0,M,Dup,I,3.0,64.0
3.0,M,Dup,I,3.0,64.0
3.0,M,Dup,I,3.0,64.0
3.0,M,Dup,I,3.0,64.0
3.0,M,Dup,I,3.0,64.0
3.0,M,Dup,I,3.0,64.0
3.0,M,Dup,I,3.0,66.0
3.0,M,Dup,I,3.0,71.0
3.0,M,Dup,I,3.0,71.0
3.0,M,Dup,I,3.0,71.0
3.0,M,Dup,I,3.0,71.0
3.0,M,Dup,I,3.0,71.0
3.0,M,Dup,I,3.0,71.0
3.0,M,Dup,I,3.0,71.0
3.0,M,Dup,I,3.0,73.0
3.0,M,Dup,I,3.0,75.0
3.0,M,Dup,I,3.0,75.0
3.0,M,Dup,I,3.0,75.0
3.0,M,Dup,I,3.0,83.0
3.0,M,Dup,I,3.0,92.0
4.0,M,Del,I,1.0,22.0
4.0,M,Del,I,1.0,36.0
4.0,M,Del,I,1.0,47.0
4.0,M,Del,I,1.0,47.0
4.0,M,Del,I,1.0,50.0
4.0,M,Del,I,1.0,50.0
4.0,M,Del,I,1.0,52.0
4.0,M,Del,I,1.0,54.0
4.0,M,Del,I,1.0,57.0
4.0,M,Del,I,1.0,57.0
4.0,M,Del,I,1.0,59.0
4.0,M,Del,I,1.0,59.0
4.0,M,Del,I,1.0,61.0
4.0,M,Del,I,1.0,61.0
4.0,M,Del,I,1.0,64.0
4.0,M,Del,I,1.0,66.0
4.0,M,Del,I,1.0,66.0
4.0,M,Del,I,1.0,66.0
4.0,M,Del,I,1.0,66.0
4.0,M,Del,I,1.0,66.0
4.0,M,Del,I,1.0,66.0
4.0,M,Del,I,1.0,68.0
4.0,M,Del,I,1.0,68.0
4.0,M,Del,I,1.0,68.0
4.0,M,Del,I,1.0,71.0
4.0,M,Del,I,1.0,71.0
4.0,M,Del,I,1.0,71.0
4.0,M,Del,I,1.0,71.0
4.0,M,Del,I,1.0,71.0
4.0,M,Del,I,1.0,73.0
4.0,M,Del,I,1.0,73.0
4.0,M,Del,I,1.0,73.0
4.0,M,Del,I,1.0,73.0
4.0,M,Del,I,1.0,73.0
4.0,M,Del,I,1.0,73.0
4.0,M,Del,I,1.0,75.0
4.0,M,Del,I,1.0,75.0
4.0,M,Del,I,1.0,75.0
4.0,M,Del,I,1.0,75.0
4.0,M,Del,I,1.0,75.0
4.0,M,Del,I,1.0,75.0
4.0,M,Del,I,1.0,78.0
4.0,M,Del,I,1.0,78.0
4.0,M,Del,I,1.0,78.0
4.0,M,Del,I,1.0,78.0
4.0,M,Del,I,1.0,83.0
4.0,M,Del,I,1.0,83.0
4.0,M,Del,I,1.0,83.0
4.0,M,Del,I,1.0,83.0
4.0,M,Del,I,1.0,85.0
4.0,M,Del,I,1.0,88.0
4.0,M,Del,I,1.0,88.0
4.0,M,Del,I,1.0,90.0
4.0,M,Del,I,1.0,90.0
5.0,M,Del,I,2.0,18.0
5.0,M,Del,I,2.0,32.0
5.0,M,Del,I,2.0,36.0
5.0,M,Del,I,2.0,43.0
5.0,M,Del,I,2.0,43.0
5.0,M,Del,I,2.0,43.0
5.0,M,Del,I,2.0,47.0
5.0,M,Del,I,2.0,52.0
5.0,M,Del,I,2.0,52.0
5.0,M,Del,I,2.0,54.0
5.0,M,Del,I,2.0,54.0
5.0,M,Del,I,2.0,57.0
5.0,M,Del,I,2.0,57.0
5.0,M,Del,I,2.0,59.0
5.0,M,Del,I,2.0,59.0
5.0,M,Del,I,2.0,61.0
5.0,M,Del,I,2.0,61.0
5.0,M,Del,I,2.0,64.0
5.0,M,Del,I,2.0,64.0
5.0,M,Del,I,2.0,64.0
5.0,M,Del,I,2.0,64.0
5.0,M,Del,I,2.0,66.0
5.0,M,Del,I,2.0,68.0
5.0,M,Del,I,2.0,68.0
5.0,M,Del,I,2.0,71.0
5.0,M,Del,I,2.0,71.0
5.0,M,Del,I,2.0,71.0
5.0,M,Del,I,2.0,71.0
5.0,M,Del,I,2.0,71.0
5.0,M,Del,I,2.0,71.0
5.0,M,Del,I,2.0,71.0
5.0,M,Del,I,2.0,73.0
5.0,M,Del,I,2.0,73.0
5.0,M,Del,I,2.0,73.0
5.0,M,Del,I,2.0,73.0
5.0,M,Del,I,2.0,73.0
5.0,M,Del,I,2.0,73.0
5.0,M,Del,I,2.0,73.0
5.0,M,Del,I,2.0,73.0
5.0,M,Del,I,2.0,73.0
5.0,M,Del,I,2.0,73.0
5.0,M,Del,I,2.0,75.0
5.0,M,Del,I,2.0,75.0
5.0,M,Del,I,2.0,75.0
5.0,M,Del,I,2.0,78.0
5.0,M,Del,I,2.0,80.0
5.0,M,Del,I,2.0,83.0
5.0,M,Del,I,2.0,83.0
5.0,M,Del,I,2.0,83.0
5.0,M,Del,I,2.0,83.0
5.0,M,Del,I,2.0,85.0
5.0,M,Del,I,2.0,88.0
5.0,M,Del,I,2.0,88.0
5.0,M,Del,I,2.0,88.0
5.0,M,Del,I,2.0,90.0
5.0,M,Del,I,2.0,90.0
5.0,M,Del,I,2.0,96.0
5.0,M,Del,I,2.0,102.0
6.0,M,Del,I,3.0,7.0
6.0,M,Del,I,3.0,7.0
6.0,M,Del,I,3.0,24.0
6.0,M,Del,I,3.0,34.0
6.0,M,Del,I,3.0,34.0
6.0,M,Del,I,3.0,34.0
6.0,M,Del,I,3.0,38.0
6.0,M,Del,I,3.0,41.0
6.0,M,Del,I,3.0,41.0
6.0,M,Del,I,3.0,45.0
6.0,M,Del,I,3.0,45.0
6.0,M,Del,I,3.0,45.0
6.0,M,Del,I,3.0,47.0
6.0,M,Del,I,3.0,47.0
6.0,M,Del,I,3.0,52.0
6.0,M,Del,I,3.0,52.0
6.0,M,Del,I,3.0,54.0
6.0,M,Del,I,3.0,57.0
6.0,M,Del,I,3.0,57.0
6.0,M,Del,I,3.0,57.0
6.0,M,Del,I,3.0,57.0
6.0,M,Del,I,3.0,59.0
6.0,M,Del,I,3.0,59.0
6.0,M,Del,I,3.0,59.0
6.0,M,Del,I,3.0,59.0
6.0,M,Del,I,3.0,61.0
6.0,M,Del,I,3.0,61.0
6.0,M,Del,I,3.0,64.0
6.0,M,Del,I,3.0,64.0
6.0,M,Del,I,3.0,64.0
6.0,M,Del,I,3.0,64.0
6.0,M,Del,I,3.0,64.0
6.0,M,Del,I,3.0,64.0
6.0,M,Del,I,3.0,64.0
6.0,M,Del,I,3.0,66.0
6.0,M,Del,I,3.0,66.0
6.0,M,Del,I,3.0,66.0
6.0,M,Del,I,3.0,66.0
6.0,M,Del,I,3.0,66.0
6.0,M,Del,I,3.0,66.0
6.0,M,Del,I,3.0,66.0
6.0,M,Del,I,3.0,68.0
6.0,M,Del,I,3.0,68.0
6.0,M,Del,I,3.0,68.0
6.0,M,Del,I,3.0,68.0
6.0,M,Del,I,3.0,68.0
6.0,M,Del,I,3.0,68.0
6.0,M,Del,I,3.0,68.0
6.0,M,Del,I,3.0,68.0
6.0,M,Del,I,3.0,68.0
6.0,M,Del,I,3.0,71.0
6.0,M,Del,I,3.0,71.0
6.0,M,Del,I,3.0,71.0
6.0,M,Del,I,3.0,73.0
6.0,M,Del,I,3.0,73.0
6.0,M,Del,I,3.0,73.0
6.0,M,Del,I,3.0,73.0
6.0,M,Del,I,3.0,73.0
6.0,M,Del,I,3.0,75.0
6.0,M,Del,I,3.0,83.0
6.0,M,Del,I,3.0,85.0
7.0,M,C14,I,1.0,7.0
7.0,M,C14,I,1.0,41.0
7.0,M,C14,I,1.0,43.0
7.0,M,C14,I,1.0,54.0
7.0,M,C14,I,1.0,54.0
7.0,M,C14,I,1.0,57.0
7.0,M,C14,I,1.0,59.0
7.0,M,C14,I,1.0,59.0
7.0,M,C14,I,1.0,59.0
7.0,M,C14,I,1.0,61.0
7.0,M,C14,I,1.0,61.0
7.0,M,C14,I,1.0,64.0
7.0,M,C14,I,1.0,64.0
7.0,M,C14,I,1.0,64.0
7.0,M,C14,I,1.0,66.0
7.0,M,C14,I,1.0,73.0
7.0,M,C14,I,1.0,73.0
7.0,M,C14,I,1.0,73.0
7.0,M,C14,I,1.0,73.0
7.0,M,C14,I,1.0,73.0
7.0,M,C14,I,1.0,75.0
7.0,M,C14,I,1.0,75.0
7.0,M,C14,I,1.0,75.0
7.0,M,C14,I,1.0,78.0
7.0,M,C14,I,1.0,78.0
7.0,M,C14,I,1.0,78.0
7.0,M,C14,I,1.0,80.0
7.0,M,C14,I,1.0,80.0
7.0,M,C14,I,1.0,80.0
7.0,M,C14,I,1.0,80.0
7.0,M,C14,I,1.0,83.0
7.0,M,C14,I,1.0,83.0
7.0,M,C14,I,1.0,83.0
7.0,M,C14,I,1.0,83.0
7.0,M,C14,I,1.0,83.0
7.0,M,C14,I,1.0,83.0
7.0,M,C14,I,1.0,83.0
7.0,M,C14,I,1.0,85.0
7.0,M,C14,I,1.0,88.0
7.0,M,C14,I,1.0,88.0
7.0,M,C14,I,1.0,88.0
7.0,M,C14,I,1.0,90.0
7.0,M,C14,I,1.0,90.0
7.0,M,C14,I,1.0,90.0
7.0,M,C14,I,1.0,92.0
7.0,M,C14,I,1.0,92.0
7.0,M,C14,I,1.0,92.0
7.0,M,C14,I,1.0,92.0
7.0,M,C14,I,1.0,98.0
7.0,M,C14,I,1.0,100.0
8.0,M,C14,I,2.0,18.0
8.0,M,C14,I,2.0,20.0
8.0,M,C14,I,2.0,20.0
8.0,M,C14,I,2.0,24.0
8.0,M,C14,I,2.0,26.0
8.0,M,C14,I,2.0,26.0
8.0,M,C14,I,2.0,28.0
8.0,M,C14,I,2.0,30.0
8.0,M,C14,I,2.0,36.0
8.0,M,C14,I,2.0,38.0
8.0,M,C14,I,2.0,38.0
8.0,M,C14,I,2.0,41.0
8.0,M,C14,I,2.0,41.0
8.0,M,C14,I,2.0,41.0
8.0,M,C14,I,2.0,41.0
8.0,M,C14,I,2.0,43.0
8.0,M,C14,I,2.0,45.0
8.0,M,C14,I,2.0,45.0
8.0,M,C14,I,2.0,47.0
8.0,M,C14,I,2.0,47.0
8.0,M,C14,I,2.0,47.0
8.0,M,C14,I,2.0,50.0
8.0,M,C14,I,2.0,50.0
8.0,M,C14,I,2.0,57.0
8.0,M,C14,I,2.0,57.0
8.0,M,C14,I,2.0,57.0
8.0,M,C14,I,2.0,57.0
8.0,M,C14,I,2.0,59.0
8.0,M,C14,I,2.0,59.0
8.0,M,C14,I,2.0,61.0
8.0,M,C14,I,2.0,61.0
8.0,M,C14,I,2.0,61.0
8.0,M,C14,I,2.0,61.0
8.0,M,C14,I,2.0,64.0
8.0,M,C14,I,2.0,64.0
8.0,M,C14,I,2.0,64.0
8.0,M,C14,I,2.0,64.0
8.0,M,C14,I,2.0,66.0
8.0,M,C14,I,2.0,66.0
8.0,M,C14,I,2.0,66.0
8.0,M,C14,I,2.0,66.0
8.0,M,C14,I,2.0,68.0
8.0,M,C14,I,2.0,68.0
8.0,M,C14,I,2.0,71.0
8.0,M,C14,I,2.0,71.0
8.0,M,C14,I,2.0,71.0
8.0,M,C14,I,2.0,71.0
8.0,M,C14,I,2.0,71.0
8.0,M,C14,I,2.0,73.0
8.0,M,C14,I,2.0,75.0
9.0,M,C14,I,3.0,7.0
9.0,M,C14,I,3.0,13.0
9.0,M,C14,I,3.0,18.0
9.0,M,C14,I,3.0,34.0
9.0,M,C14,I,3.0,36.0
9.0,M,C14,I,3.0,45.0
9.0,M,C14,I,3.0,47.0
9.0,M,C14,I,3.0,47.0
9.0,M,C14,I,3.0,50.0
9.0,M,C14,I,3.0,61.0
9.0,M,C14,I,3.0,64.0
9.0,M,C14,I,3.0,64.0
9.0,M,C14,I,3.0,64.0
9.0,M,C14,I,3.0,66.0
9.0,M,C14,I,3.0,66.0
9.0,M,C14,I,3.0,71.0
9.0,M,C14,I,3.0,71.0
9.0,M,C14,I,3.0,71.0
9.0,M,C14,I,3.0,71.0
9.0,M,C14,I,3.0,71.0
9.0,M,C14,I,3.0,73.0
9.0,M,C14,I,3.0,73.0
9.0,M,C14,I,3.0,73.0
9.0,M,C14,I,3.0,73.0
9.0,M,C14,I,3.0,73.0
9.0,M,C14,I,3.0,75.0
9.0,M,C14,I,3.0,75.0
9.0,M,C14,I,3.0,75.0
9.0,M,C14,I,3.0,75.0
9.0,M,C14,I,3.0,75.0
9.0,M,C14,I,3.0,75.0
9.0,M,C14,I,3.0,75.0
9.0,M,C14,I,3.0,75.0
9.0,M,C14,I,3.0,78.0
9.0,M,C14,I,3.0,78.0
9.0,M,C14,I,3.0,78.0
9.0,M,C14,I,3.0,80.0
9.0,M,C14,I,3.0,80.0
9.0,M,C14,I,3.0,80.0
9.0,M,C14,I,3.0,80.0
9.0,M,C14,I,3.0,80.0
9.0,M,C14,I,3.0,80.0
9.0,M,C14,I,3.0,80.0
9.0,M,C14,I,3.0,83.0
9.0,M,C14,I,3.0,83.0
9.0,M,C14,I,3.0,83.0
9.0,M,C14,I,3.0,83.0
9.0,M,C14,I,3.0,83.0
9.0,M,C14,I,3.0,98.0
10.0,M,C31,I,1.0,7.0
10.0,M,C31,I,1.0,28.0
10.0,M,C31,I,1.0,30.0
10.0,M,C31,I,1.0,32.0
10.0,M,C31,I,1.0,41.0
10.0,M,C31,I,1.0,41.0
10.0,M,C31,I,1.0,43.0
10.0,M,C31,I,1.0,43.0
10.0,M,C31,I,1.0,45.0
10.0,M,C31,I,1.0,45.0
10.0,M,C31,I,1.0,45.0
10.0,M,C31,I,1.0,45.0
10.0,M,C31,I,1.0,50.0
10.0,M,C31,I,1.0,52.0
10.0,M,C31,I,1.0,54.0
10.0,M,C31,I,1.0,54.0
10.0,M,C31,I,1.0,57.0
10.0,M,C31,I,1.0,59.0
10.0,M,C31,I,1.0,61.0
10.0,M,C31,I,1.0,64.0
10.0,M,C31,I,1.0,64.0
10.0,M,C31,I,1.0,64.0
10.0,M,C31,I,1.0,66.0
10.0,M,C31,I,1.0,66.0
10.0,M,C31,I,1.0,66.0
10.0,M,C31,I,1.0,66.0
10.0,M,C31,I,1.0,66.0
10.0,M,C31,I,1.0,66.0
10.0,M,C31,I,1.0,66.0
10.0,M,C31,I,1.0,66.0
10.0,M,C31,I,1.0,68.0
10.0,M,C31,I,1.0,68.0
10.0,M,C31,I,1.0,68.0
10.0,M,C31,I,1.0,71.0
10.0,M,C31,I,1.0,71.0
10.0,M,C31,I,1.0,71.0
10.0,M,C31,I,1.0,71.0
10.0,M,C31,I,1.0,71.0
10.0,M,C31,I,1.0,71.0
10.0,M,C31,I,1.0,71.0
10.0,M,C31,I,1.0,73.0
10.0,M,C31,I,1.0,73.0
10.0,M,C31,I,1.0,73.0
10.0,M,C31,I,1.0,73.0
10.0,M,C31,I,1.0,73.0
10.0,M,C31,I,1.0,73.0
10.0,M,C31,I,1.0,73.0
10.0,M,C31,I,1.0,73.0
10.0,M,C31,I,1.0,73.0
10.0,M,C31,I,1.0,75.0
10.0,M,C31,I,1.0,78.0
10.0,M,C31,I,1.0,78.0
10.0,M,C31,I,1.0,78.0
10.0,M,C31,I,1.0,80.0
10.0,M,C31,I,1.0,83.0
11.0,M,C31,I,2.0,7.0
11.0,M,C31,I,2.0,11.0
11.0,M,C31,I,2.0,52.0
11.0,M,C31,I,2.0,54.0
11.0,M,C31,I,2.0,59.0
11.0,M,C31,I,2.0,59.0
11.0,M,C31,I,2.0,59.0
11.0,M,C31,I,2.0,61.0
11.0,M,C31,I,2.0,61.0
11.0,M,C31,I,2.0,64.0
11.0,M,C31,I,2.0,64.0
11.0,M,C31,I,2.0,66.0
11.0,M,C31,I,2.0,68.0
11.0,M,C31,I,2.0,68.0
11.0,M,C31,I,2.0,68.0
11.0,M,C31,I,2.0,71.0
11.0,M,C31,I,2.0,71.0
11.0,M,C31,I,2.0,71.0
11.0,M,C31,I,2.0,71.0
11.0,M,C31,I,2.0,71.0
11.0,M,C31,I,2.0,71.0
11.0,M,C31,I,2.0,71.0
11.0,M,C31,I,2.0,71.0
11.0,M,C31,I,2.0,73.0
11.0,M,C31,I,2.0,73.0
11.0,M,C31,I,2.0,73.0
11.0,M,C31,I,2.0,73.0
11.0,M,C31,I,2.0,75.0
11.0,M,C31,I,2.0,75.0
11.0,M,C31,I,2.0,75.0
11.0,M,C31,I,2.0,75.0
11.0,M,C31,I,2.0,75.0
11.0,M,C31,I,2.0,78.0
11.0,M,C31,I,2.0,78.0
11.0,M,C31,I,2.0,78.0
11.0,M,C31,I,2.0,78.0
11.0,M,C31,I,2.0,78.0
11.0,M,C31,I,2.0,78.0
11.0,M,C31,I,2.0,78.0
11.0,M,C31,I,2.0,78.0
11.0,M,C31,I,2.0,78.0
11.0,M,C31,I,2.0,80.0
11.0,M,C31,I,2.0,80.0
11.0,M,C31,I,2.0,80.0
11.0,M,C31,I,2.0,80.0
11.0,M,C31,I,2.0,85.0
11.0,M,C31,I,2.0,85.0
11.0,M,C31,I,2.0,85.0
11.0,M,C31,I,2.0,85.0
11.0,M,C31,I,2.0,85.0
11.0,M,C31,I,2.0,88.0
11.0,M,C31,I,2.0,88.0
11.0,M,C31,I,2.0,90.0
11.0,M,C31,I,2.0,90.0
11.0,M,C31,I,2.0,92.0
12.0,M,C31,I,3.0,7.0
12.0,M,C31,I,3.0,22.0
12.0,M,C31,I,3.0,38.0
12.0,M,C31,I,3.0,41.0
12.0,M,C31,I,3.0,41.0
12.0,M,C31,I,3.0,41.0
12.0,M,C31,I,3.0,43.0
12.0,M,C31,I,3.0,45.0
12.0,M,C31,I,3.0,47.0
12.0,M,C31,I,3.0,50.0
12.0,M,C31,I,3.0,50.0
12.0,M,C31,I,3.0,52.0
12.0,M,C31,I,3.0,52.0
12.0,M,C31,I,3.0,52.0
12.0,M,C31,I,3.0,52.0
12.0,M,C31,I,3.0,54.0
12.0,M,C31,I,3.0,54.0
12.0,M,C31,I,3.0,57.0
12.0,M,C31,I,3.0,57.0
12.0,M,C31,I,3.0,57.0
12.0,M,C31,I,3.0,57.0
12.0,M,C31,I,3.0,57.0
12.0,M,C31,I,3.0,57.0
12.0,M,C31,I,3.0,61.0
12.0,M,C31,I,3.0,64.0
12.0,M,C31,I,3.0,64.0
12.0,M,C31,I,3.0,64.0
12.0,M,C31,I,3.0,66.0
12.0,M,C31,I,3.0,66.0
12.0,M,C31,I,3.0,66.0
12.0,M,C31,I,3.0,66.0
12.0,M,C31,I,3.0,66.0
12.0,M,C31,I,3.0,66.0
12.0,M,C31,I,3.0,66.0
12.0,M,C31,I,3.0,66.0
12.0,M,C31,I,3.0,66.0
12.0,M,C31,I,3.0,66.0
12.0,M,C31,I,3.0,68.0
12.0,M,C31,I,3.0,68.0
12.0,M,C31,I,3.0,68.0
12.0,M,C31,I,3.0,68.0
12.0,M,C31,I,3.0,68.0
12.0,M,C31,I,3.0,71.0
12.0,M,C31,I,3.0,71.0
12.0,M,C31,I,3.0,71.0
12.0,M,C31,I,3.0,71.0
12.0,M,C31,I,3.0,71.0
12.0,M,C31,I,3.0,71.0
12.0,M,C31,I,3.0,71.0
12.0,M,C31,I,3.0,73.0
12.0,M,C31,I,3.0,73.0
12.0,M,C31,I,3.0,73.0
12.0,M,C31,I,3.0,73.0
12.0,M,C31,I,3.0,75.0
12.0,M,C31,I,3.0,78.0
12.0,M,C31,I,3.0,83.0
12.0,M,C31,I,3.0,85.0
12.0,M,C31,I,3.0,88.0
12.0,M,C31,I,3.0,90.0
13.0,M,Dup,III,1.0,9.0
13.0,M,Dup,III,1.0,16.0
13.0,M,Dup,III,1.0,20.0
13.0,M,Dup,III,1.0,20.0
13.0,M,Dup,III,1.0,22.0
13.0,M,Dup,III,1.0,28.0
13.0,M,Dup,III,1.0,30.0
13.0,M,Dup,III,1.0,32.0
13.0,M,Dup,III,1.0,32.0
13.0,M,Dup,III,1.0,36.0
13.0,M,Dup,III,1.0,36.0
13.0,M,Dup,III,1.0,38.0
13.0,M,Dup,III,1.0,41.0
13.0,M,Dup,III,1.0,41.0
13.0,M,Dup,III,1.0,43.0
13.0,M,Dup,III,1.0,43.0
13.0,M,Dup,III,1.0,43.0
13.0,M,Dup,III,1.0,43.0
13.0,M,Dup,III,1.0,43.0
13.0,M,Dup,III,1.0,43.0
13.0,M,Dup,III,1.0,45.0
13.0,M,Dup,III,1.0,45.0
13.0,M,Dup,III,1.0,47.0
13.0,M,Dup,III,1.0,47.0
13.0,M,Dup,III,1.0,47.0
13.0,M,Dup,III,1.0,47.0
13.0,M,Dup,III,1.0,47.0
13.0,M,Dup,III,1.0,50.0
13.0,M,Dup,III,1.0,50.0
13.0,M,Dup,III,1.0,50.0
13.0,M,Dup,III,1.0,50.0
13.0,M,Dup,III,1.0,52.0
13.0,M,Dup,III,1.0,52.0
13.0,M,Dup,III,1.0,52.0
13.0,M,Dup,III,1.0,54.0
13.0,M,Dup,III,1.0,54.0
13.0,M,Dup,III,1.0,54.0
13.0,M,Dup,III,1.0,57.0
13.0,M,Dup,III,1.0,57.0
13.0,M,Dup,III,1.0,57.0
13.0,M,Dup,III,1.0,57.0
13.0,M,Dup,III,1.0,57.0
13.0,M,Dup,III,1.0,57.0
13.0,M,Dup,III,1.0,59.0
13.0,M,Dup,III,1.0,61.0
13.0,M,Dup,III,1.0,64.0
13.0,M,Dup,III,1.0,64.0
13.0,M,Dup,III,1.0,64.0
13.0,M,Dup,III,1.0,64.0
13.0,M,Dup,III,1.0,66.0
13.0,M,Dup,III,1.0,66.0
13.0,M,Dup,III,1.0,68.0
13.0,M,Dup,III,1.0,71.0
13.0,M,Dup,III,1.0,73.0
13.0,M,Dup,III,1.0,73.0
13.0,M,Dup,III,1.0,75.0
13.0,M,Dup,III,1.0,78.0
14.0,M,Dup,III,2.0,20.0
14.0,M,Dup,III,2.0,24.0
14.0,M,Dup,III,2.0,24.0
14.0,M,Dup,III,2.0,24.0
14.0,M,Dup,III,2.0,24.0
14.0,M,Dup,III,2.0,24.0
14.0,M,Dup,III,2.0,26.0
14.0,M,Dup,III,2.0,28.0
14.0,M,Dup,III,2.0,28.0
14.0,M,Dup,III,2.0,30.0
14.0,M,Dup,III,2.0,30.0
