No,Sex,Genotype,Food,Rep,time
12.0,F,2O,I,4.0,53.0
12.0,F,2O,I,4.0,53.0
12.0,F,2O,I,4.0,53.0
12.0,F,2O,I,4.0,55.0
12.0,F,2O,I,4.0,55.0
12.0,F,2O,I,4.0,55.0
12.0,F,2O,I,4.0,55.0
12.0,F,2O,I,4.0,55.0
12.0,F,2O,I,4.0,58.0
12.0,F,2O,I,4.0,58.0
12.0,F,2O,I,4.0,58.0
12.0,F,2O,I,4.0,58.0
12.0,F,2O,I,4.0,58.0
12.0,F,2O,I,4.0,58.0
12.0,F,2O,I,4.0,58.0
12.0,F,2O,I,4.0,58.0
12.0,F,2O,I,4.0,60.0
12.0,F,2O,I,4.0,60.0
12.0,F,2O,III,4.0,10.0
12.0,F,2O,III,4.0,14.0
12.0,F,2O,III,4.0,16.0
12.0,F,2O,III,4.0,18.0
12.0,F,2O,III,4.0,20.0
12.0,F,2O,III,4.0,22.0
12.0,F,2O,III,4.0,22.0
12.0,F,2O,III,4.0,22.0
12.0,F,2O,III,4.0,24.0
12.0,F,2O,III,4.0,26.0
12.0,F,2O,III,4.0,26.0
12.0,F,2O,III,4.0,28.0
12.0,F,2O,III,4.0,28.0
12.0,F,2O,III,4.0,28.0
12.0,F,2O,III,4.0,30.0
12.0,F,2O,III,4.0,32.0
12.0,F,2O,III,4.0,32.0
12.0,F,2O,III,4.0,32.0
12.0,F,2O,III,4.0,34.0
12.0,F,2O,III,4.0,34.0
12.0,F,2O,III,4.0,34.0
12.0,F,2O,III,4.0,36.0
12.0,F,2O,III,4.0,36.0
12.0,F,2O,III,4.0,36.0
12.0,F,2O,III,4.0,36.0
12.0,F,2O,III,4.0,39.0
12.0,F,2O,III,4.0,39.0
12.0,F,2O,III,4.0,39.0
12.0,F,2O,III,4.0,39.0
12.0,F,2O,III,4.0,42.0
12.0,F,2O,III,4.0,42.0
12.0,F,2O,III,4.0,42.0
12.0,F,2O,III,4.0,42.0
12.0,F,2O,III,4.0,48.0
12.0,F,2O,III,4.0,48.0
12.0,F,2O,III,4.0,48.0
12.0,F,2O,III,4.0,48.0
12.0,F,2O,III,4.0,48.0
12.0,F,2O,III,4.0,50.0
12.0,F,2O,III,4.0,50.0
12.0,F,2O,III,4.0,50.0
12.0,F,2O,III,4.0,50.0
12.0,F,2O,III,4.0,53.0
12.0,F,2O,III,4.0,53.0
12.0,F,2O,III,4.0,53.0
12.0,F,2O,III,4.0,53.0
12.0,F,2O,III,4.0,55.0
12.0,F,2O,III,4.0,55.0
12.0,F,2O,III,4.0,55.0
12.0,F,2O,III,4.0,55.0
12.0,F,2O,III,4.0,55.0
12.0,F,2O,III,4.0,55.0
12.0,F,2O,III,4.0,55.0
12.0,F,2O,III,4.0,55.0
12.0,F,2O,III,4.0,55.0
12.0,F,2O,III,4.0,58.0
12.0,F,2O,III,4.0,58.0
12.0,F,2O,III,4.0,58.0
12.0,F,2O,III,4.0,58.0
12.0,F,2O,III,4.0,58.0
12.0,F,2O,III,4.0,60.0
12.0,F,2O,III,4.0,60.0
13.0,F,22,I,1.0,10.0
13.0,F,22,I,1.0,10.0
13.0,F,22,I,1.0,12.0
13.0,F,22,I,1.0,12.0
13.0,F,22,I,1.0,16.0
13.0,F,22,I,1.0,16.0
13.0,F,22,I,1.0,18.0
13.0,F,22,I,1.0,18.0
13.0,F,22,I,1.0,20.0
13.0,F,22,I,1.0,22.0
13.0,F,22,I,1.0,22.0
13.0,F,22,I,1.0,24.0
13.0,F,22,I,1.0,26.0
13.0,F,22,I,1.0,26.0
13.0,F,22,I,1.0,26.0
13.0,F,22,I,1.0,26.0
13.0,F,22,I,1.0,28.0
13.0,F,22,I,1.0,28.0
13.0,F,22,I,1.0,30.0
13.0,F,22,I,1.0,30.0
13.0,F,22,I,1.0,32.0
13.0,F,22,I,1.0,32.0
13.0,F,22,I,1.0,32.0
13.0,F,22,I,1.0,32.0
13.0,F,22,I,1.0,32.0
13.0,F,22,I,1.0,32.0
13.0,F,22,I,1.0,32.0
13.0,F,22,I,1.0,34.0
13.0,F,22,I,1.0,34.0
13.0,F,22,I,1.0,34.0
13.0,F,22,I,1.0,39.0
13.0,F,22,I,1.0,39.0
13.0,F,22,I,1.0,39.0
13.0,F,22,I,1.0,42.0
13.0,F,22,I,1.0,42.0
13.0,F,22,I,1.0,42.0
13.0,F,22,I,1.0,48.0
13.0,F,22,I,1.0,48.0
13.0,F,22,I,1.0,48.0
13.0,F,22,I,1.0,48.0
13.0,F,22,I,1.0,48.0
13.0,F,22,I,1.0,50.0
13.0,F,22,I,1.0,50.0
13.0,F,22,I,1.0,50.0
13.0,F,22,I,1.0,50.0
13.0,F,22,I,1.0,50.0
13.0,F,22,I,1.0,50.0
13.0,F,22,I,1.0,53.0
13.0,F,22,I,1.0,53.0
13.0,F,22,I,1.0,53.0
13.0,F,22,I,1.0,55.0
13.0,F,22,I,1.0,55.0
13.0,F,22,I,1.0,55.0
13.0,F,22,I,1.0,55.0
13.0,F,22,I,1.0,55.0
13.0,F,22,I,1.0,58.0
13.0,F,22,I,1.0,58.0
13.0,F,22,I,1.0,58.0
13.0,F,22,I,1.0,58.0
13.0,F,22,I,1.0,60.0
13.0,F,22,I,1.0,60.0
13.0,F,22,I,1.0,60.0
13.0,F,22,III,1.0,7.0
13.0,F,22,III,1.0,7.0
13.0,F,22,III,1.0,10.0
13.0,F,22,III,1.0,12.0
13.0,F,22,III,1.0,12.0
13.0,F,22,III,1.0,12.0
13.0,F,22,III,1.0,12.0
13.0,F,22,III,1.0,12.0
13.0,F,22,III,1.0,14.0
13.0,F,22,III,1.0,14.0
13.0,F,22,III,1.0,16.0
13.0,F,22,III,1.0,18.0
13.0,F,22,III,1.0,18.0
13.0,F,22,III,1.0,18.0
13.0,F,22,III,1.0,20.0
13.0,F,22,III,1.0,22.0
13.0,F,22,III,1.0,22.0
13.0,F,22,III,1.0,24.0
13.0,F,22,III,1.0,24.0
13.0,F,22,III,1.0,24.0
13.0,F,22,III,1.0,26.0
13.0,F,22,III,1.0,26.0
13.0,F,22,III,1.0,28.0
13.0,F,22,III,1.0,28.0
13.0,F,22,III,1.0,28.0
13.0,F,22,III,1.0,28.0
13.0,F,22,III,1.0,30.0
13.0,F,22,III,1.0,30.0
13.0,F,22,III,1.0,30.0
13.0,F,22,III,1.0,32.0
13.0,F,22,III,1.0,32.0
13.0,F,22,III,1.0,32.0
13.0,F,22,III,1.0,32.0
13.0,F,22,III,1.0,32.0
13.0,F,22,III,1.0,32.0
13.0,F,22,III,1.0,34.0
13.0,F,22,III,1.0,34.0
13.0,F,22,III,1.0,34.0
13.0,F,22,III,1.0,34.0
13.0,F,22,III,1.0,34.0
13.0,F,22,III,1.0,36.0
13.0,F,22,III,1.0,36.0
13.0,F,22,III,1.0,36.0
13.0,F,22,III,1.0,36.0
13.0,F,22,III,1.0,36.0
13.0,F,22,III,1.0,39.0
13.0,F,22,III,1.0,39.0
13.0,F,22,III,1.0,39.0
13.0,F,22,III,1.0,39.0
13.0,F,22,III,1.0,42.0
13.0,F,22,III,1.0,48.0
13.0,F,22,III,1.0,48.0
13.0,F,22,III,1.0,48.0
13.0,F,22,III,1.0,48.0
13.0,F,22,III,1.0,48.0
13.0,F,22,III,1.0,50.0
13.0,F,22,III,1.0,53.0
13.0,F,22,III,1.0,55.0
13.0,F,22,III,1.0,58.0
14.0,F,22,I,2.0,10.0
14.0,F,22,I,2.0,14.0
14.0,F,22,I,2.0,16.0
14.0,F,22,I,2.0,16.0
14.0,F,22,I,2.0,20.0
14.0,F,22,I,2.0,20.0
14.0,F,22,I,2.0,20.0
14.0,F,22,I,2.0,22.0
14.0,F,22,I,2.0,22.0
14.0,F,22,I,2.0,26.0
14.0,F,22,I,2.0,26.0
14.0,F,22,I,2.0,26.0
14.0,F,22,I,2.0,26.0
14.0,F,22,I,2.0,28.0
14.0,F,22,I,2.0,28.0
14.0,F,22,I,2.0,28.0
14.0,F,22,I,2.0,30.0
14.0,F,22,I,2.0,30.0
14.0,F,22,I,2.0,30.0
14.0,F,22,I,2.0,32.0
14.0,F,22,I,2.0,32.0
14.0,F,22,I,2.0,32.0
14.0,F,22,I,2.0,32.0
14.0,F,22,I,2.0,34.0
14.0,F,22,I,2.0,34.0
14.0,F,22,I,2.0,34.0
14.0,F,22,I,2.0,34.0
14.0,F,22,I,2.0,34.0
14.0,F,22,I,2.0,34.0
14.0,F,22,I,2.0,34.0
14.0,F,22,I,2.0,34.0
14.0,F,22,I,2.0,36.0
14.0,F,22,I,2.0,36.0
14.0,F,22,I,2.0,36.0
14.0,F,22,I,2.0,36.0
14.0,F,22,I,2.0,39.0
14.0,F,22,I,2.0,39.0
14.0,F,22,I,2.0,42.0
14.0,F,22,I,2.0,42.0
14.0,F,22,I,2.0,42.0
14.0,F,22,I,2.0,42.0
14.0,F,22,I,2.0,48.0
14.0,F,22,I,2.0,48.0
14.0,F,22,I,2.0,48.0
14.0,F,22,I,2.0,48.0
14.0,F,22,I,2.0,50.0
14.0,F,22,I,2.0,50.0
14.0,F,22,I,2.0,50.0
14.0,F,22,I,2.0,50.0
14.0,F,22,I,2.0,50.0
14.0,F,22,I,2.0,50.0
14.0,F,22,I,2.0,50.0
14.0,F,22,I,2.0,50.0
14.0,F,22,I,2.0,50.0
14.0,F,22,I,2.0,53.0
14.0,F,22,I,2.0,53.0
14.0,F,22,I,2.0,55.0
14.0,F,22,I,2.0,55.0
14.0,F,22,I,2.0,55.0
14.0,F,22,I,2.0,60.0
14.0,F,22,III,2.0,10.0
14.0,F,22,III,2.0,10.0
14.0,F,22,III,2.0,10.0
14.0,F,22,III,2.0,10.0
14.0,F,22,III,2.0,12.0
14.0,F,22,III,2.0,12.0
14.0,F,22,III,2.0,18.0
14.0,F,22,III,2.0,18.0
14.0,F,22,III,2.0,18.0
14.0,F,22,III,2.0,18.0
14.0,F,22,III,2.0,18.0
14.0,F,22,III,2.0,18.0
14.0,F,22,III,2.0,18.0
14.0,F,22,III,2.0,20.0
14.0,F,22,III,2.0,24.0
14.0,F,22,III,2.0,24.0
14.0,F,22,III,2.0,26.0
14.0,F,22,III,2.0,26.0
14.0,F,22,III,2.0,26.0
14.0,F,22,III,2.0,26.0
14.0,F,22,III,2.0,28.0
14.0,F,22,III,2.0,28.0
14.0,F,22,III,2.0,28.0
14.0,F,22,III,2.0,28.0
14.0,F,22,III,2.0,28.0
14.0,F,22,III,2.0,28.0
14.0,F,22,III,2.0,28.0
14.0,F,22,III,2.0,28.0
14.0,F,22,III,2.0,28.0
14.0,F,22,III,2.0,28.0
14.0,F,22,III,2.0,30.0
14.0,F,22,III,2.0,30.0
14.0,F,22,III,2.0,30.0
14.0,F,22,III,2.0,30.0
14.0,F,22,III,2.0,30.0
14.0,F,22,III,2.0,32.0
14.0,F,22,III,2.0,32.0
14.0,F,22,III,2.0,32.0
14.0,F,22,III,2.0,32.0
14.0,F,22,III,2.0,32.0
14.0,F,22,III,2.0,32.0
14.0,F,22,III,2.0,34.0
14.0,F,22,III,2.0,34.0
14.0,F,22,III,2.0,34.0
14.0,F,22,III,2.0,34.0
14.0,F,22,III,2.0,34.0
14.0,F,22,III,2.0,34.0
14.0,F,22,III,2.0,34.0
14.0,F,22,III,2.0,34.0
14.0,F,22,III,2.0,34.0
14.0,F,22,III,2.0,36.0
14.0,F,22,III,2.0,36.0
14.0,F,22,III,2.0,36.0
14.0,F,22,III,2.0,36.0
14.0,F,22,III,2.0,36.0
14.0,F,22,III,2.0,36.0
14.0,F,22,III,2.0,36.0
14.0,F,22,III,2.0,39.0
14.0,F,22,III,2.0,39.0
14.0,F,22,III,2.0,39.0
14.0,F,22,III,2.0,39.0
14.0,F,22,III,2.0,42.0
14.0,F,22,III,2.0,42.0
14.0,F,22,III,2.0,48.0
14.0,F,22,III,2.0,48.0
14.0,F,22,III,2.0,48.0
14.0,F,22,III,2.0,48.0
14.0,F,22,III,2.0,48.0
14.0,F,22,III,2.0,48.0
14.0,F,22,III,2.0,53.0
14.0,F,22,III,2.0,53.0
14.0,F,22,III,2.0,53.0
14.0,F,22,III,2.0,55.0
14.0,F,22,III,2.0,55.0
15.0,F,22,I,3.0,7.0
15.0,F,22,I,3.0,7.0
15.0,F,22,I,3.0,10.0
15.0,F,22,I,3.0,10.0
15.0,F,22,I,3.0,12.0
15.0,F,22,I,3.0,14.0
15.0,F,22,I,3.0,16.0
15.0,F,22,I,3.0,18.0
15.0,F,22,I,3.0,18.0
15.0,F,22,I,3.0,20.0
15.0,F,22,I,3.0,20.0
15.0,F,22,I,3.0,22.0
15.0,F,22,I,3.0,22.0
15.0,F,22,I,3.0,28.0
15.0,F,22,I,3.0,28.0
15.0,F,22,I,3.0,28.0
15.0,F,22,I,3.0,28.0
15.0,F,22,I,3.0,28.0
15.0,F,22,I,3.0,30.0
15.0,F,22,I,3.0,30.0
15.0,F,22,I,3.0,30.0
15.0,F,22,I,3.0,32.0
15.0,F,22,I,3.0,32.0
15.0,F,22,I,3.0,34.0
15.0,F,22,I,3.0,34.0
15.0,F,22,I,3.0,34.0
15.0,F,22,I,3.0,34.0
15.0,F,22,I,3.0,36.0
15.0,F,22,I,3.0,36.0
15.0,F,22,I,3.0,36.0
15.0,F,22,I,3.0,36.0
15.0,F,22,I,3.0,36.0
15.0,F,22,I,3.0,36.0
15.0,F,22,I,3.0,36.0
15.0,F,22,I,3.0,36.0
15.0,F,22,I,3.0,36.0
15.0,F,22,I,3.0,36.0
15.0,F,22,I,3.0,39.0
15.0,F,22,I,3.0,39.0
15.0,F,22,I,3.0,42.0
15.0,F,22,I,3.0,42.0
15.0,F,22,I,3.0,42.0
15.0,F,22,I,3.0,42.0
15.0,F,22,I,3.0,42.0
15.0,F,22,I,3.0,42.0
15.0,F,22,I,3.0,42.0
15.0,F,22,I,3.0,42.0
15.0,F,22,I,3.0,42.0
15.0,F,22,I,3.0,42.0
15.0,F,22,I,3.0,42.0
15.0,F,22,I,3.0,50.0
15.0,F,22,I,3.0,50.0
15.0,F,22,I,3.0,50.0
15.0,F,22,I,3.0,50.0
15.0,F,22,I,3.0,50.0
15.0,F,22,I,3.0,62.0
15.0,F,22,I,3.0,62.0
15.0,F,22,III,3.0,10.0
15.0,F,22,III,3.0,10.0
15.0,F,22,III,3.0,12.0
15.0,F,22,III,3.0,12.0
15.0,F,22,III,3.0,14.0
15.0,F,22,III,3.0,14.0
15.0,F,22,III,3.0,14.0
15.0,F,22,III,3.0,18.0
15.0,F,22,III,3.0,18.0
15.0,F,22,III,3.0,18.0
15.0,F,22,III,3.0,18.0
15.0,F,22,III,3.0,22.0
15.0,F,22,III,3.0,24.0
15.0,F,22,III,3.0,30.0
15.0,F,22,III,3.0,30.0
15.0,F,22,III,3.0,30.0
15.0,F,22,III,3.0,30.0
15.0,F,22,III,3.0,32.0
15.0,F,22,III,3.0,32.0
15.0,F,22,III,3.0,32.0
15.0,F,22,III,3.0,34.0
15.0,F,22,III,3.0,34.0
15.0,F,22,III,3.0,34.0
15.0,F,22,III,3.0,34.0
15.0,F,22,III,3.0,34.0
15.0,F,22,III,3.0,36.0
15.0,F,22,III,3.0,36.0
15.0,F,22,III,3.0,36.0
15.0,F,22,III,3.0,36.0
15.0,F,22,III,3.0,36.0
15.0,F,22,III,3.0,36.0
15.0,F,22,III,3.0,39.0
15.0,F,22,III,3.0,39.0
15.0,F,22,III,3.0,39.0
15.0,F,22,III,3.0,42.0
15.0,F,22,III,3.0,42.0
15.0,F,22,III,3.0,42.0
15.0,F,22,III,3.0,42.0
15.0,F,22,III,3.0,42.0
15.0,F,22,III,3.0,42.0
15.0,F,22,III,3.0,48.0
15.0,F,22,III,3.0,48.0
15.0,F,22,III,3.0,48.0
15.0,F,22,III,3.0,50.0
15.0,F,22,III,3.0,50.0
15.0,F,22,III,3.0,50.0
15.0,F,22,III,3.0,50.0
15.0,F,22,III,3.0,50.0
15.0,F,22,III,3.0,50.0
15.0,F,22,III,3.0,50.0
15.0,F,22,III,3.0,50.0
15.0,F,22,III,3.0,50.0
15.0,F,22,III,3.0,50.0
15.0,F,22,III,3.0,50.0
15.0,F,22,III,3.0,50.0
15.0,F,22,III,3.0,55.0
15.0,F,22,III,3.0,55.0
16.0,F,22,I,4.0,10.0
16.0,F,22,I,4.0,12.0
16.0,F,22,I,4.0,12.0
16.0,F,22,I,4.0,14.0
16.0,F,22,I,4.0,16.0
16.0,F,22,I,4.0,16.0
16.0,F,22,I,4.0,18.0
16.0,F,22,I,4.0,18.0
16.0,F,22,I,4.0,18.0
16.0,F,22,I,4.0,20.0
16.0,F,22,I,4.0,20.0
16.0,F,22,I,4.0,20.0
16.0,F,22,I,4.0,24.0
16.0,F,22,I,4.0,24.0
16.0,F,22,I,4.0,24.0
16.0,F,22,I,4.0,28.0
16.0,F,22,I,4.0,28.0
16.0,F,22,I,4.0,28.0
16.0,F,22,I,4.0,28.0
16.0,F,22,I,4.0,28.0
16.0,F,22,I,4.0,32.0
16.0,F,22,I,4.0,32.0
16.0,F,22,I,4.0,32.0
16.0,F,22,I,4.0,34.0
16.0,F,22,I,4.0,34.0
16.0,F,22,I,4.0,34.0
16.0,F,22,I,4.0,34.0
16.0,F,22,I,4.0,36.0
16.0,F,22,I,4.0,36.0
16.0,F,22,I,4.0,36.0
16.0,F,22,I,4.0,39.0
16.0,F,22,I,4.0,39.0
16.0,F,22,I,4.0,39.0
16.0,F,22,I,4.0,39.0
16.0,F,22,I,4.0,39.0
16.0,F,22,I,4.0,39.0
16.0,F,22,I,4.0,39.0
16.0,F,22,I,4.0,42.0
16.0,F,22,I,4.0,42.0
16.0,F,22,I,4.0,42.0
16.0,F,22,I,4.0,42.0
16.0,F,22,I,4.0,48.0
16.0,F,22,I,4.0,48.0
16.0,F,22,I,4.0,48.0
16.0,F,22,I,4.0,48.0
16.0,F,22,I,4.0,48.0
16.0,F,22,I,4.0,48.0
16.0,F,22,I,4.0,48.0
16.0,F,22,I,4.0,48.0
16.0,F,22,I,4.0,48.0
16.0,F,22,I,4.0,48.0
16.0,F,22,I,4.0,48.0
16.0,F,22,I,4.0,50.0
16.0,F,22,I,4.0,50.0
16.0,F,22,I,4.0,50.0
16.0,F,22,I,4.0,50.0
16.0,F,22,I,4.0,53.0
16.0,F,22,I,4.0,58.0
16.0,F,22,I,4.0,62.0
16.0,F,22,III,4.0,10.0
16.0,F,22,III,4.0,10.0
16.0,F,22,III,4.0,10.0
16.0,F,22,III,4.0,10.0
16.0,F,22,III,4.0,12.0
16.0,F,22,III,4.0,12.0
16.0,F,22,III,4.0,16.0
16.0,F,22,III,4.0,16.0
16.0,F,22,III,4.0,18.0
16.0,F,22,III,4.0,18.0
16.0,F,22,III,4.0,18.0
16.0,F,22,III,4.0,18.0
16.0,F,22,III,4.0,18.0
16.0,F,22,III,4.0,20.0
16.0,F,22,III,4.0,22.0
16.0,F,22,III,4.0,26.0
16.0,F,22,III,4.0,26.0
16.0,F,22,III,4.0,26.0
16.0,F,22,III,4.0,30.0
16.0,F,22,III,4.0,30.0
16.0,F,22,III,4.0,32.0
16.0,F,22,III,4.0,32.0
16.0,F,22,III,4.0,32.0
16.0,F,22,III,4.0,32.0
16.0,F,22,III,4.0,34.0
16.0,F,22,III,4.0,34.0
16.0,F,22,III,4.0,36.0
16.0,F,22,III,4.0,36.0
16.0,F,22,III,4.0,36.0
16.0,F,22,III,4.0,36.0
16.0,F,22,III,4.0,36.0
16.0,F,22,III,4.0,39.0
16.0,F,22,III,4.0,39.0
16.0,F,22,III,4.0,39.0
16.0,F,22,III,4.0,39.0
16.0,F,22,III,4.0,39.0
16.0,F,22,III,4.0,42.0
16.0,F,22,III,4.0,42.0
16.0,F,22,III,4.0,42.0
16.0,F,22,III,4.0,42.0
16.0,F,22,III,4.0,42.0
16.0,F,22,III,4.0,42.0
16.0,F,22,III,4.0,42.0
16.0,F,22,III,4.0,42.0
16.0,F,22,III,4.0,42.0
16.0,F,22,III,4.0,42.0
16.0,F,22,III,4.0,42.0
16.0,F,22,III,4.0,42.0
16.0,F,22,III,4.0,48.0
16.0,F,22,III,4.0,48.0
16.0,F,22,III,4.0,48.0
16.0,F,22,III,4.0,48.0
16.0,F,22,III,4.0,50.0
16.0,F,22,III,4.0,50.0
16.0,F,22,III,4.0,50.0
16.0,F,22,III,4.0,50.0
16.0,F,22,III,4.0,50.0
16.0,F,22,III,4.0,50.0
16.0,F,22,III,4.0,53.0
16.0,F,22,III,4.0,53.0
16.0,F,22,III,4.0,53.0
16.0,F,22,III,4.0,53.0
16.0,F,22,III,4.0,53.0
16.0,F,22,III,4.0,55.0
16.0,F,22,III,4.0,58.0
16.0,F,22,III,4.0,60.0
16.0,F,22,III,4.0,60.0
16.0,F,22,III,4.0,60.0
