No,Sex,Genotype,Food,Rep,time
32.0,F,Dup,I,4.0,53.0
32.0,F,Dup,I,4.0,53.0
32.0,F,Dup,I,4.0,55.0
32.0,F,Dup,III,4.0,12.0
32.0,F,Dup,III,4.0,16.0
32.0,F,Dup,III,4.0,24.0
32.0,F,Dup,III,4.0,26.0
32.0,F,Dup,III,4.0,26.0
32.0,F,Dup,III,4.0,28.0
32.0,F,Dup,III,4.0,28.0
32.0,F,Dup,III,4.0,28.0
32.0,F,Dup,III,4.0,28.0
32.0,F,Dup,III,4.0,28.0
32.0,F,Dup,III,4.0,30.0
32.0,F,Dup,III,4.0,34.0
32.0,F,Dup,III,4.0,34.0
32.0,F,Dup,III,4.0,34.0
32.0,F,Dup,III,4.0,34.0
32.0,F,Dup,III,4.0,36.0
32.0,F,Dup,III,4.0,36.0
32.0,F,Dup,III,4.0,39.0
32.0,F,Dup,III,4.0,39.0
32.0,F,Dup,III,4.0,39.0
32.0,F,Dup,III,4.0,39.0
32.0,F,Dup,III,4.0,39.0
32.0,F,Dup,III,4.0,39.0
32.0,F,Dup,III,4.0,39.0
32.0,F,Dup,III,4.0,42.0
32.0,F,Dup,III,4.0,42.0
32.0,F,Dup,III,4.0,42.0
32.0,F,Dup,III,4.0,42.0
32.0,F,Dup,III,4.0,48.0
32.0,F,Dup,III,4.0,48.0
32.0,F,Dup,III,4.0,48.0
32.0,F,Dup,III,4.0,48.0
32.0,F,Dup,III,4.0,48.0
32.0,F,Dup,III,4.0,48.0
32.0,F,Dup,III,4.0,48.0
32.0,F,Dup,III,4.0,48.0
32.0,F,Dup,III,4.0,48.0
32.0,F,Dup,III,4.0,48.0
32.0,F,Dup,III,4.0,48.0
32.0,F,Dup,III,4.0,48.0
32.0,F,Dup,III,4.0,48.0
32.0,F,Dup,III,4.0,50.0
32.0,F,Dup,III,4.0,50.0
32.0,F,Dup,III,4.0,50.0
32.0,F,Dup,III,4.0,50.0
32.0,F,Dup,III,4.0,50.0
32.0,F,Dup,III,4.0,50.0
32.0,F,Dup,III,4.0,50.0
32.0,F,Dup,III,4.0,50.0
32.0,F,Dup,III,4.0,50.0
32.0,F,Dup,III,4.0,50.0
32.0,F,Dup,III,4.0,53.0
32.0,F,Dup,III,4.0,53.0
32.0,F,Dup,III,4.0,53.0
32.0,F,Dup,III,4.0,53.0
32.0,F,Dup,III,4.0,55.0
32.0,F,Dup,III,4.0,55.0
32.0,F,Dup,III,4.0,55.0
32.0,F,Dup,III,4.0,55.0
32.0,F,Dup,III,4.0,55.0
32.0,F,Dup,III,4.0,55.0
32.0,F,Dup,III,4.0,58.0
32.0,F,Dup,III,4.0,58.0
32.0,F,Dup,III,4.0,58.0
32.0,F,Dup,III,4.0,58.0
32.0,F,Dup,III,4.0,62.0
