mito,Sir2,Food,Rep,Mother,Time0,Time1
sm21,Dup,S,1,w1118,69.0,72.0
sm21,Dup,S,1,w1118,69.0,72.0
sm21,Dup,S,1,w1118,76.0,81.5
sm21,Dup,S,1,w1118,76.0,81.5
sm21,Dup,S,1,w1118,76.0,81.5
sm21,Dup,S,1,w1118,88.0,93.0
sm21,Dup,S,1,w1118,93.0,97.0
sm21,Dup,S,1,w1118,45.0,48.0
sm21,Dup,S,1,w1118,45.0,48.0
sm21,Dup,S,1,w1118,48.0,55.0
sm21,Dup,S,1,w1118,55.0,60.0
sm21,Dup,S,1,w1118,55.0,60.0
sm21,Dup,S,1,w1118,55.0,60.0
sm21,Dup,S,1,w1118,60.0,64.0
sm21,Dup,S,1,w1118,64.0,69.0
sm21,Dup,S,1,w1118,64.0,69.0
sm21,Dup,S,1,w1118,64.0,69.0
sm21,Dup,S,1,w1118,64.0,69.0
sm21,Dup,S,1,w1118,64.0,69.0
sm21,Dup,S,1,w1118,69.0,72.0
sm21,Dup,S,1,w1118,69.0,72.0
sm21,Dup,S,1,w1118,69.0,72.0
sm21,Dup,S,1,w1118,72.0,76.0
sm21,Dup,S,1,w1118,72.0,76.0
sm21,Dup,S,1,w1118,72.0,76.0
sm21,Dup,S,1,w1118,72.0,76.0
sm21,Dup,S,1,w1118,72.0,76.0
sm21,Dup,S,1,w1118,76.0,81.5
sm21,Dup,S,1,w1118,76.0,81.5
sm21,Dup,S,1,w1118,88.0,93.0
sm21,Dup,S,1,w1118,93.0,97.0
sm21,Dup,S,1,w1118,93.0,97.0
sm21,Dup,S,1,w1118,48.0,55.0
sm21,Dup,S,1,w1118,55.0,60.0
sm21,Dup,S,1,w1118,55.0,60.0
sm21,Dup,S,1,w1118,55.0,60.0
sm21,Dup,S,1,w1118,60.0,64.0
sm21,Dup,S,1,w1118,60.0,64.0
sm21,Dup,S,1,w1118,60.0,64.0
sm21,Dup,S,1,w1118,64.0,69.0
sm21,Dup,S,1,w1118,64.0,69.0
sm21,Dup,S,1,w1118,64.0,69.0
sm21,Dup,S,1,w1118,69.0,72.0
sm21,Dup,S,1,w1118,69.0,72.0
sm21,Dup,S,1,w1118,69.0,72.0
sm21,Dup,S,1,w1118,69.0,72.0
sm21,Dup,S,1,w1118,69.0,72.0
sm21,Dup,S,1,w1118,72.0,76.0
sm21,Dup,S,1,w1118,72.0,76.0
sm21,Dup,S,1,w1118,72.0,76.0
sm21,Dup,S,1,w1118,72.0,76.0
sm21,Dup,S,1,w1118,72.0,76.0
sm21,Dup,S,1,w1118,76.0,81.5
sm21,Dup,S,1,w1118,76.0,81.5
sm21,Dup,S,1,w1118,76.0,81.5
sm21,Dup,S,1,w1118,93.0,97.0
sm21,Dup,S,1,w1118,118.0,121.5
zw,Dup,S,1,w1118,48.0,55.0
zw,Dup,S,1,w1118,48.0,55.0
zw,Dup,S,1,w1118,48.0,55.0
zw,Dup,S,1,w1118,55.0,60.0
zw,Dup,S,1,w1118,55.0,60.0
zw,Dup,S,1,w1118,55.0,60.0
zw,Dup,S,1,w1118,60.0,64.0
zw,Dup,S,1,w1118,60.0,64.0
zw,Dup,S,1,w1118,64.0,69.0
zw,Dup,S,1,w1118,69.0,72.0
zw,Dup,S,1,w1118,69.0,72.0
zw,Dup,S,1,w1118,69.0,72.0
zw,Dup,S,1,w1118,69.0,72.0
zw,Dup,S,1,w1118,72.0,76.0
zw,Dup,S,1,w1118,72.0,76.0
zw,Dup,S,1,w1118,72.0,76.0
zw,Dup,S,1,w1118,72.0,76.0
zw,Dup,S,1,w1118,72.0,76.0
zw,Dup,S,1,w1118,72.0,76.0
zw,Dup,S,1,w1118,72.0,76.0
zw,Dup,S,1,w1118,76.0,81.5
zw,Dup,S,1,w1118,76.0,81.5
zw,Dup,S,1,w1118,76.0,81.5
zw,Dup,S,1,w1118,81.5,88.0
zw,Dup,S,1,w1118,88.0,93.0
zw,Dup,S,1,w1118,55.0,60.0
zw,Dup,S,1,w1118,60.0,64.0
zw,Dup,S,1,w1118,60.0,64.0
zw,Dup,S,1,w1118,60.0,64.0
zw,Dup,S,1,w1118,64.0,69.0
zw,Dup,S,1,w1118,64.0,69.0
zw,Dup,S,1,w1118,64.0,69.0
zw,Dup,S,1,w1118,64.0,69.0
zw,Dup,S,1,w1118,69.0,72.0
zw,Dup,S,1,w1118,69.0,72.0
zw,Dup,S,1,w1118,69.0,72.0
zw,Dup,S,1,w1118,69.0,72.0
zw,Dup,S,1,w1118,69.0,72.0
zw,Dup,S,1,w1118,72.0,76.0
zw,Dup,S,1,w1118,72.0,76.0
zw,Dup,S,1,w1118,72.0,76.0
zw,Dup,S,1,w1118,72.0,76.0
zw,Dup,S,1,w1118,72.0,76.0
zw,Dup,S,1,w1118,72.0,76.0
zw,Dup,S,1,w1118,76.0,81.5
zw,Dup,S,1,w1118,76.0,81.5
zw,Dup,S,1,w1118,76.0,81.5
zw,Dup,S,1,w1118,76.0,81.5
zw,Dup,S,1,w1118,88.0,93.0
zw,Dup,S,1,w1118,93.0,97.0
zw,Dup,S,1,w1118,35.0,40.0
zw,Dup,S,1,w1118,45.0,48.0
zw,Dup,S,1,w1118,48.0,55.0
zw,Dup,S,1,w1118,55.0,60.0
zw,Dup,S,1,w1118,55.0,60.0
zw,Dup,S,1,w1118,55.0,60.0
zw,Dup,S,1,w1118,55.0,60.0
zw,Dup,S,1,w1118,55.0,60.0
zw,Dup,S,1,w1118,55.0,60.0
zw,Dup,S,1,w1118,60.0,64.0
zw,Dup,S,1,w1118,60.0,64.0
zw,Dup,S,1,w1118,60.0,64.0
zw,Dup,S,1,w1118,60.0,64.0
zw,Dup,S,1,w1118,60.0,64.0
zw,Dup,S,1,w1118,64.0,69.0
zw,Dup,S,1,w1118,72.0,76.0
zw,Dup,S,1,w1118,72.0,76.0
zw,Dup,S,1,w1118,72.0,76.0
zw,Dup,S,1,w1118,72.0,76.0
zw,Dup,S,1,w1118,72.0,76.0
zw,Dup,S,1,w1118,76.0,81.5
zw,Dup,S,1,w1118,76.0,81.5
zw,Dup,S,1,w1118,76.0,81.5
zw,Dup,S,1,w1118,81.5,88.0
zw,Dup,S,1,w1118,88.0,93.0
zw,Dup,S,1,w1118,45.0,48.0
zw,Dup,S,1,w1118,48.0,55.0
zw,Dup,S,1,w1118,55.0,60.0
zw,Dup,S,1,w1118,55.0,60.0
zw,Dup,S,1,w1118,55.0,60.0
zw,Dup,S,1,w1118,60.0,64.0
zw,Dup,S,1,w1118,60.0,64.0
zw,Dup,S,1,w1118,60.0,64.0
zw,Dup,S,1,w1118,60.0,64.0
zw,Dup,S,1,w1118,60.0,64.0
zw,Dup,S,1,w1118,64.0,69.0
zw,Dup,S,1,w1118,64.0,69.0
zw,Dup,S,1,w1118,69.0,72.0
zw,Dup,S,1,w1118,69.0,72.0
zw,Dup,S,1,w1118,69.0,72.0
zw,Dup,S,1,w1118,69.0,72.0
zw,Dup,S,1,w1118,72.0,76.0
zw,Dup,S,1,w1118,72.0,76.0
zw,Dup,S,1,w1118,72.0,76.0
zw,Dup,S,1,w1118,72.0,76.0
zw,Dup,S,1,w1118,72.0,76.0
zw,Dup,S,1,w1118,76.0,81.5
zw,Dup,S,1,w1118,76.0,81.5
zw,Dup,S,1,w1118,76.0,81.5
zw,Dup,S,1,w1118,76.0,81.5
or,Dup,S,1,w1118,48.0,55.0
or,Dup,S,1,w1118,48.0,55.0
or,Dup,S,1,w1118,55.0,60.0
or,Dup,S,1,w1118,55.0,60.0
or,Dup,S,1,w1118,55.0,60.0
or,Dup,S,1,w1118,60.0,64.0
or,Dup,S,1,w1118,60.0,64.0
or,Dup,S,1,w1118,60.0,64.0
or,Dup,S,1,w1118,60.0,64.0
or,Dup,S,1,w1118,60.0,64.0
or,Dup,S,1,w1118,64.0,69.0
or,Dup,S,1,w1118,64.0,69.0
or,Dup,S,1,w1118,64.0,69.0
or,Dup,S,1,w1118,69.0,72.0
or,Dup,S,1,w1118,69.0,72.0
or,Dup,S,1,w1118,69.0,72.0
or,Dup,S,1,w1118,69.0,72.0
or,Dup,S,1,w1118,72.0,76.0
or,Dup,S,1,w1118,72.0,76.0
or,Dup,S,1,w1118,72.0,76.0
or,Dup,S,1,w1118,76.0,81.5
or,Dup,S,1,w1118,76.0,81.5
or,Dup,S,1,w1118,88.0,93.0
or,Dup,S,1,w1118,93.0,97.0
or,Dup,S,1,w1118,97.0,105.0
or,Dup,S,1,w1118,40.0,45.0
or,Dup,S,1,w1118,45.0,48.0
or,Dup,S,1,w1118,48.0,55.0
or,Dup,S,1,w1118,55.0,60.0
or,Dup,S,1,w1118,55.0,60.0
or,Dup,S,1,w1118,55.0,60.0
or,Dup,S,1,w1118,55.0,60.0
or,Dup,S,1,w1118,55.0,60.0
or,Dup,S,1,w1118,60.0,64.0
or,Dup,S,1,w1118,60.0,64.0
or,Dup,S,1,w1118,60.0,64.0
or,Dup,S,1,w1118,64.0,69.0
or,Dup,S,1,w1118,69.0,72.0
or,Dup,S,1,w1118,72.0,76.0
or,Dup,S,1,w1118,72.0,76.0
or,Dup,S,1,w1118,72.0,76.0
or,Dup,S,1,w1118,76.0,81.5
or,Dup,S,1,w1118,76.0,81.5
or,Dup,S,1,w1118,76.0,81.5
or,Dup,S,1,w1118,76.0,81.5
or,Dup,S,1,w1118,76.0,81.5
or,Dup,S,1,w1118,76.0,81.5
or,Dup,S,1,w1118,81.5,88.0
or,Dup,S,1,w1118,88.0,93.0
or,Dup,S,1,w1118,88.0,93.0
or,Dup,S,1,w1118,48.0,55.0
or,Dup,S,1,w1118,55.0,60.0
or,Dup,S,1,w1118,60.0,64.0
or,Dup,S,1,w1118,60.0,64.0
or,Dup,S,1,w1118,64.0,69.0
or,Dup,S,1,w1118,64.0,69.0
or,Dup,S,1,w1118,64.0,69.0
or,Dup,S,1,w1118,69.0,72.0
or,Dup,S,1,w1118,69.0,72.0
or,Dup,S,1,w1118,69.0,72.0
or,Dup,S,1,w1118,69.0,72.0
or,Dup,S,1,w1118,69.0,72.0
or,Dup,S,1,w1118,69.0,72.0
or,Dup,S,1,w1118,72.0,76.0
or,Dup,S,1,w1118,72.0,76.0
or,Dup,S,1,w1118,72.0,76.0
or,Dup,S,1,w1118,72.0,76.0
or,Dup,S,1,w1118,72.0,76.0
or,Dup,S,1,w1118,72.0,76.0
or,Dup,S,1,w1118,76.0,81.5
or,Dup,S,1,w1118,76.0,81.5
or,Dup,S,1,w1118,76.0,81.5
or,Dup,S,1,w1118,76.0,81.5
or,Dup,S,1,w1118,81.5,88.0
or,Dup,S,1,w1118,81.5,88.0
or,Dup,S,1,w1118,48.0,55.0
or,Dup,S,1,w1118,55.0,60.0
or,Dup,S,1,w1118,55.0,60.0
or,Dup,S,1,w1118,60.0,64.0
or,Dup,S,1,w1118,60.0,64.0
or,Dup,S,1,w1118,60.0,64.0
or,Dup,S,1,w1118,60.0,64.0
or,Dup,S,1,w1118,64.0,69.0
or,Dup,S,1,w1118,64.0,69.0
or,Dup,S,1,w1118,64.0,69.0
or,Dup,S,1,w1118,69.0,72.0
or,Dup,S,1,w1118,69.0,72.0
or,Dup,S,1,w1118,69.0,72.0
or,Dup,S,1,w1118,69.0,72.0
or,Dup,S,1,w1118,69.0,72.0
or,Dup,S,1,w1118,69.0,72.0
or,Dup,S,1,w1118,72.0,76.0
or,Dup,S,1,w1118,72.0,76.0
or,Dup,S,1,w1118,72.0,76.0
or,Dup,S,1,w1118,72.0,76.0
or,Dup,S,1,w1118,72.0,76.0
or,Dup,S,1,w1118,72.0,76.0
or,Dup,S,1,w1118,76.0,81.5
or,Dup,S,1,w1118,81.5,88.0
or,Dup,S,1,w1118,81.5,88.0
si1,Del,Y,2,mito,20.0,23.0
si1,Del,Y,2,mito,23.0,30.0
si1,Del,Y,2,mito,23.0,30.0
si1,Del,Y,2,mito,23.0,30.0
si1,Del,Y,2,mito,23.0,30.0
si1,Del,Y,2,mito,23.0,30.0
si1,Del,Y,2,mito,30.0,35.0
si1,Del,Y,2,mito,30.0,35.0
si1,Del,Y,2,mito,30.0,35.0
si1,Del,Y,2,mito,30.0,35.0
si1,Del,Y,2,mito,30.0,35.0
si1,Del,Y,2,mito,30.0,35.0
si1,Del,Y,2,mito,30.0,35.0
si1,Del,Y,2,mito,35.0,40.0
si1,Del,Y,2,mito,35.0,40.0
si1,Del,Y,2,mito,35.0,40.0
si1,Del,Y,2,mito,35.0,40.0
si1,Del,Y,2,mito,35.0,40.0
si1,Del,Y,2,mito,35.0,40.0
si1,Del,Y,2,mito,40.0,47.5
si1,Del,Y,2,mito,40.0,47.5
si1,Del,Y,2,mito,40.0,47.5
si1,Del,Y,2,mito,40.0,47.5
si1,Del,Y,2,mito,47.5,55.0
si1,Del,Y,2,mito,20.0,23.0
si1,Del,Y,2,mito,23.0,30.0
si1,Del,Y,2,mito,23.0,30.0
si1,Del,Y,2,mito,23.0,30.0
si1,Del,Y,2,mito,23.0,30.0
si1,Del,Y,2,mito,23.0,30.0
si1,Del,Y,2,mito,23.0,30.0
si1,Del,Y,2,mito,30.0,35.0
si1,Del,Y,2,mito,30.0,35.0
si1,Del,Y,2,mito,30.0,35.0
si1,Del,Y,2,mito,30.0,35.0
si1,Del,Y,2,mito,30.0,35.0
si1,Del,Y,2,mito,30.0,35.0
si1,Del,Y,2,mito,30.0,35.0
si1,Del,Y,2,mito,30.0,35.0
si1,Del,Y,2,mito,35.0,40.0
si1,Del,Y,2,mito,35.0,40.0
si1,Del,Y,2,mito,35.0,40.0
si1,Del,Y,2,mito,35.0,40.0
si1,Del,Y,2,mito,35.0,40.0
si1,Del,Y,2,mito,35.0,40.0
si1,Del,Y,2,mito,35.0,40.0
si1,Del,Y,2,mito,40.0,47.5
si1,Del,Y,2,mito,40.0,47.5
si1,Del,Y,2,mito,47.5,55.0
si1,Del,Y,2,mito,20.0,23.0
si1,Del,Y,2,mito,23.0,30.0
si1,Del,Y,2,mito,23.0,30.0
si1,Del,Y,2,mito,23.0,30.0
si1,Del,Y,2,mito,23.0,30.0
si1,Del,Y,2,mito,23.0,30.0
si1,Del,Y,2,mito,30.0,35.0
si1,Del,Y,2,mito,30.0,35.0
si1,Del,Y,2,mito,30.0,35.0
si1,Del,Y,2,mito,30.0,35.0
si1,Del,Y,2,mito,30.0,35.0
si1,Del,Y,2,mito,30.0,35.0
si1,Del,Y,2,mito,30.0,35.0
si1,Del,Y,2,mito,35.0,40.0
si1,Del,Y,2,mito,35.0,40.0
si1,Del,Y,2,mito,35.0,40.0
si1,Del,Y,2,mito,35.0,40.0
si1,Del,Y,2,mito,35.0,40.0
si1,Del,Y,2,mito,35.0,40.0
si1,Del,Y,2,mito,40.0,47.5
si1,Del,Y,2,mito,40.0,47.5
si1,Del,Y,2,mito,40.0,47.5
si1,Del,Y,2,mito,40.0,47.5
si1,Del,Y,2,mito,40.0,47.5
si1,Del,Y,2,mito,40.0,47.5
si1,Del,Y,2,mito,0.0,17.0
si1,Del,Y,2,mito,0.0,17.0
si1,Del,Y,2,mito,20.0,23.0
si1,Del,Y,2,mito,23.0,30.0
si1,Del,Y,2,mito,23.0,30.0
si1,Del,Y,2,mito,23.0,30.0
si1,Del,Y,2,mito,23.0,30.0
si1,Del,Y,2,mito,23.0,30.0
si1,Del,Y,2,mito,30.0,35.0
si1,Del,Y,2,mito,30.0,35.0
si1,Del,Y,2,mito,30.0,35.0
si1,Del,Y,2,mito,30.0,35.0
si1,Del,Y,2,mito,30.0,35.0
si1,Del,Y,2,mito,30.0,35.0
si1,Del,Y,2,mito,30.0,35.0
si1,Del,Y,2,mito,35.0,40.0
si1,Del,Y,2,mito,35.0,40.0
si1,Del,Y,2,mito,35.0,40.0
si1,Del,Y,2,mito,35.0,40.0
si1,Del,Y,2,mito,35.0,40.0
si1,Del,Y,2,mito,35.0,40.0
si1,Del,Y,2,mito,40.0,47.5
si1,Del,Y,2,mito,40.0,47.5
si1,Del,Y,2,mito,47.5,55.0
sm21,Del,Y,2,mito,23.0,30.0
sm21,Del,Y,2,mito,30.0,35.0
sm21,Del,Y,2,mito,30.0,35.0
sm21,Del,Y,2,mito,35.0,40.0
sm21,Del,Y,2,mito,35.0,40.0
sm21,Del,Y,2,mito,35.0,40.0
sm21,Del,Y,2,mito,35.0,40.0
sm21,Del,Y,2,mito,40.0,47.5
sm21,Del,Y,2,mito,40.0,47.5
sm21,Del,Y,2,mito,40.0,47.5
sm21,Del,Y,2,mito,40.0,47.5
sm21,Del,Y,2,mito,47.5,55.0
sm21,Del,Y,2,mito,47.5,55.0
sm21,Del,Y,2,mito,47.5,55.0
sm21,Del,Y,2,mito,47.5,55.0
sm21,Del,Y,2,mito,47.5,55.0
sm21,Del,Y,2,mito,47.5,55.0
sm21,Del,Y,2,mito,47.5,55.0
sm21,Del,Y,2,mito,47.5,55.0
sm21,Del,Y,2,mito,55.0,60.0
sm21,Del,Y,2,mito,55.0,60.0
sm21,Del,Y,2,mito,55.0,60.0
sm21,Del,Y,2,mito,60.0,64.0
sm21,Del,Y,2,mito,64.0,68.0
sm21,Del,Y,2,mito,23.0,30.0
sm21,Del,Y,2,mito,23.0,30.0
sm21,Del,Y,2,mito,30.0,35.0
sm21,Del,Y,2,mito,30.0,35.0
sm21,Del,Y,2,mito,35.0,40.0
sm21,Del,Y,2,mito,35.0,40.0
sm21,Del,Y,2,mito,35.0,40.0
sm21,Del,Y,2,mito,35.0,40.0
sm21,Del,Y,2,mito,40.0,47.5
sm21,Del,Y,2,mito,40.0,47.5
sm21,Del,Y,2,mito,40.0,47.5
sm21,Del,Y,2,mito,40.0,47.5
sm21,Del,Y,2,mito,40.0,47.5
sm21,Del,Y,2,mito,40.0,47.5
sm21,Del,Y,2,mito,40.0,47.5
sm21,Del,Y,2,mito,40.0,47.5
sm21,Del,Y,2,mito,40.0,47.5
sm21,Del,Y,2,mito,40.0,47.5
sm21,Del,Y,2,mito,40.0,47.5
sm21,Del,Y,2,mito,47.5,55.0
sm21,Del,Y,2,mito,47.5,55.0
sm21,Del,Y,2,mito,47.5,55.0
sm21,Del,Y,2,mito,55.0,60.0
sm21,Del,Y,2,mito,60.0,64.0
sm21,Del,Y,2,mito,64.0,68.0
sm21,Del,Y,2,mito,23.0,30.0
sm21,Del,Y,2,mito,30.0,35.0
sm21,Del,Y,2,mito,35.0,40.0
sm21,Del,Y,2,mito,35.0,40.0
sm21,Del,Y,2,mito,35.0,40.0
sm21,Del,Y,2,mito,40.0,47.5
sm21,Del,Y,2,mito,40.0,47.5
sm21,Del,Y,2,mito,40.0,47.5
sm21,Del,Y,2,mito,47.5,55.0
sm21,Del,Y,2,mito,47.5,55.0
sm21,Del,Y,2,mito,47.5,55.0
sm21,Del,Y,2,mito,47.5,55.0
sm21,Del,Y,2,mito,47.5,55.0
sm21,Del,Y,2,mito,47.5,55.0
sm21,Del,Y,2,mito,47.5,55.0
sm21,Del,Y,2,mito,47.5,55.0
sm21,Del,Y,2,mito,47.5,55.0
sm21,Del,Y,2,mito,55.0,60.0
sm21,Del,Y,2,mito,55.0,60.0
sm21,Del,Y,2,mito,55.0,60.0
sm21,Del,Y,2,mito,60.0,64.0
sm21,Del,Y,2,mito,60.0,64.0
sm21,Del,Y,2,mito,64.0,68.0
sm21,Del,Y,2,mito,64.0,68.0
sm21,Del,Y,2,mito,68.0,72.0
sm21,Del,Y,2,mito,0.0,17.0
sm21,Del,Y,2,mito,20.0,23.0
sm21,Del,Y,2,mito,23.0,30.0
sm21,Del,Y,2,mito,30.0,35.0
sm21,Del,Y,2,mito,35.0,40.0
sm21,Del,Y,2,mito,35.0,40.0
sm21,Del,Y,2,mito,40.0,47.5
sm21,Del,Y,2,mito,40.0,47.5
sm21,Del,Y,2,mito,40.0,47.5
sm21,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,30.0,35.0
zw,Del,Y,2,mito,35.0,40.0
zw,Del,Y,2,mito,40.0,47.5
zw,Del,Y,2,mito,40.0,47.5
zw,Del,Y,2,mito,40.0,47.5
zw,Del,Y,2,mito,40.0,47.5
zw,Del,Y,2,mito,40.0,47.5
zw,Del,Y,2,mito,40.0,47.5
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,55.0,60.0
zw,Del,Y,2,mito,55.0,60.0
zw,Del,Y,2,mito,55.0,60.0
zw,Del,Y,2,mito,55.0,60.0
zw,Del,Y,2,mito,55.0,60.0
zw,Del,Y,2,mito,60.0,64.0
zw,Del,Y,2,mito,60.0,64.0
zw,Del,Y,2,mito,20.0,23.0
zw,Del,Y,2,mito,30.0,35.0
zw,Del,Y,2,mito,35.0,40.0
zw,Del,Y,2,mito,35.0,40.0
zw,Del,Y,2,mito,40.0,47.5
zw,Del,Y,2,mito,40.0,47.5
zw,Del,Y,2,mito,40.0,47.5
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,55.0,60.0
zw,Del,Y,2,mito,55.0,60.0
zw,Del,Y,2,mito,55.0,60.0
zw,Del,Y,2,mito,55.0,60.0
zw,Del,Y,2,mito,60.0,64.0
zw,Del,Y,2,mito,60.0,64.0
zw,Del,Y,2,mito,64.0,68.0
zw,Del,Y,2,mito,64.0,68.0
zw,Del,Y,2,mito,23.0,30.0
zw,Del,Y,2,mito,30.0,35.0
zw,Del,Y,2,mito,30.0,35.0
zw,Del,Y,2,mito,30.0,35.0
zw,Del,Y,2,mito,35.0,40.0
zw,Del,Y,2,mito,35.0,40.0
zw,Del,Y,2,mito,35.0,40.0
zw,Del,Y,2,mito,35.0,40.0
zw,Del,Y,2,mito,35.0,40.0
zw,Del,Y,2,mito,35.0,40.0
zw,Del,Y,2,mito,40.0,47.5
zw,Del,Y,2,mito,40.0,47.5
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,55.0,60.0
zw,Del,Y,2,mito,55.0,60.0
zw,Del,Y,2,mito,55.0,60.0
zw,Del,Y,2,mito,60.0,64.0
zw,Del,Y,2,mito,60.0,64.0
zw,Del,Y,2,mito,23.0,30.0
zw,Del,Y,2,mito,30.0,35.0
zw,Del,Y,2,mito,35.0,40.0
zw,Del,Y,2,mito,35.0,40.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,47.5,55.0
zw,Del,Y,2,mito,55.0,60.0
zw,Del,Y,2,mito,55.0,60.0
zw,Del,Y,2,mito,55.0,60.0
zw,Del,Y,2,mito,55.0,60.0
zw,Del,Y,2,mito,55.0,60.0
zw,Del,Y,2,mito,60.0,64.0
zw,Del,Y,2,mito,60.0,64.0
zw,Del,Y,2,mito,64.0,68.0
zw,Del,Y,2,mito,68.0,72.0
or,Del,Y,2,mito,0.0,17.0
or,Del,Y,2,mito,0.0,17.0
or,Del,Y,2,mito,17.0,20.0
or,Del,Y,2,mito,17.0,20.0
or,Del,Y,2,mito,17.0,20.0
or,Del,Y,2,mito,17.0,20.0
or,Del,Y,2,mito,17.0,20.0
or,Del,Y,2,mito,17.0,20.0
or,Del,Y,2,mito,17.0,20.0
or,Del,Y,2,mito,20.0,23.0
or,Del,Y,2,mito,20.0,23.0
or,Del,Y,2,mito,20.0,23.0
or,Del,Y,2,mito,20.0,23.0
or,Del,Y,2,mito,20.0,23.0
or,Del,Y,2,mito,20.0,23.0
or,Del,Y,2,mito,20.0,23.0
or,Del,Y,2,mito,20.0,23.0
or,Del,Y,2,mito,20.0,23.0
or,Del,Y,2,mito,20.0,23.0
or,Del,Y,2,mito,23.0,30.0
or,Del,Y,2,mito,30.0,35.0
or,Del,Y,2,mito,35.0,40.0
or,Del,Y,2,mito,40.0,47.5
or,Del,Y,2,mito,40.0,47.5
or,Del,Y,2,mito,40.0,47.5
or,Del,Y,2,mito,17.0,20.0
or,Del,Y,2,mito,17.0,20.0
or,Del,Y,2,mito,17.0,20.0
or,Del,Y,2,mito,17.0,20.0
or,Del,Y,2,mito,17.0,20.0
or,Del,Y,2,mito,20.0,23.0
or,Del,Y,2,mito,20.0,23.0
or,Del,Y,2,mito,20.0,23.0
or,Del,Y,2,mito,20.0,23.0
or,Del,Y,2,mito,20.0,23.0
or,Del,Y,2,mito,20.0,23.0
or,Del,Y,2,mito,23.0,30.0
or,Del,Y,2,mito,30.0,35.0
or,Del,Y,2,mito,35.0,40.0
or,Del,Y,2,mito,40.0,47.5
or,Del,Y,2,mito,40.0,47.5
or,Del,Y,2,mito,40.0,47.5
or,Del,Y,2,mito,40.0,47.5
or,Del,Y,2,mito,40.0,47.5
or,Del,Y,2,mito,40.0,47.5
or,Del,Y,2,mito,40.0,47.5
or,Del,Y,2,mito,40.0,47.5
or,Del,Y,2,mito,40.0,47.5
or,Del,Y,2,mito,40.0,47.5
or,Del,Y,2,mito,47.5,55.0
or,Del,Y,2,mito,0.0,17.0
or,Del,Y,2,mito,17.0,20.0
or,Del,Y,2,mito,17.0,20.0
or,Del,Y,2,mito,17.0,20.0
or,Del,Y,2,mito,17.0,20.0
or,Del,Y,2,mito,17.0,20.0
or,Del,Y,2,mito,17.0,20.0
or,Del,Y,2,mito,20.0,23.0
or,Del,Y,2,mito,20.0,23.0
or,Del,Y,2,mito,20.0,23.0
or,Del,Y,2,mito,20.0,23.0
or,Del,Y,2,mito,20.0,23.0
or,Del,Y,2,mito,20.0,23.0
or,Del,Y,2,mito,20.0,23.0
or,Del,Y,2,mito,23.0,30.0
or,Del,Y,2,mito,23.0,30.0
or,Del,Y,2,mito,30.0,35.0
or,Del,Y,2,mito,30.0,35.0
or,Del,Y,2,mito,35.0,40.0
or,Del,Y,2,mito,40.0,47.5
or,Del,Y,2,mito,40.0,47.5
or,Del,Y,2,mito,40.0,47.5
or,Del,Y,2,mito,47.5,55.0
or,Del,Y,2,mito,60.0,64.0
or,Del,Y,2,mito,17.0,20.0
or,Del,Y,2,mito,20.0,23.0
or,Del,Y,2,mito,20.0,23.0
or,Del,Y,2,mito,23.0,30.0
or,Del,Y,2,mito,23.0,30.0
or,Del,Y,2,mito,23.0,30.0
or,Del,Y,2,mito,30.0,35.0
or,Del,Y,2,mito,30.0,35.0
or,Del,Y,2,mito,35.0,40.0
or,Del,Y,2,mito,35.0,40.0
or,Del,Y,2,mito,40.0,47.5
or,Del,Y,2,mito,40.0,47.5
or,Del,Y,2,mito,40.0,47.5
or,Del,Y,2,mito,40.0,47.5
